experiment,scenario,target_id,selector,N,n_seeds,selected_object_score_mean,selected_object_score_ci_low,selected_object_score_ci_high,selected_real_utility_mean,selected_real_utility_ci_low,selected_real_utility_ci_high,identity_error_mean,identity_error_ci_low,identity_error_ci_high,swap_rate_mean,swap_rate_ci_low,swap_rate_ci_high,merge_split_rate_mean,merge_split_rate_ci_low,merge_split_rate_ci_high,property_error_mean,property_error_ci_low,property_error_ci_high,property_entropy_mean,property_entropy_ci_low,property_entropy_ci_high,occlusion_error_mean,occlusion_error_ci_low,occlusion_error_ci_high,object_real_gap_mean,object_real_gap_ci_low,object_real_gap_ci_high,regret_mean,regret_ci_low,regret_ci_high,oracle_gap_mean,oracle_gap_ci_low,oracle_gap_ci_high,upper_tail_rank_correlation_mean,upper_tail_rank_correlation_ci_low,upper_tail_rank_correlation_ci_high,target_sweep_combined_vs_raw_gain_mean,target_sweep_observable_vs_raw_gain_mean,target_sweep_combined_oracle_gap_mean,target_sweep_observable_oracle_gap_mean,target_sweep_combined_win_rate,target_sweep_observable_win_rate
X_target_identity_sweep,target_identity_sweep,2,combined_repair,64,48,1.203046664040521,1.1981896925051618,1.2079036355758803,0.8002625117031669,0.7810668246003366,0.8194581988059971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15905315464074246,0.1485770571744998,0.16952925210698513,0.0,0.0,0.0,0.4027841523373543,0.38018448121487225,0.4253838234598364,0.11795959458221865,0.099773167017394,0.1361460221470433,0.11795959458221865,0.099773167017394,0.1361460221470433,-0.5052845711021074,-0.5485980410744256,-0.4619711011297893,0.8002625117031669,0.8052038923977118,0.1179595945822185,0.11301821388767352,1.0,1.0
X_target_identity_sweep,target_identity_sweep,2,observable_repair,64,48,1.1933880284680314,1.1897819542346788,1.196994102701384,0.8052038923977118,0.7866930440620808,0.8237147407333428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14949252872993715,0.13821322637742367,0.16077183108245063,0.0,0.0,0.0,0.3881841360703196,0.36779048972317546,0.40857778241746373,0.11301821388767368,0.09546135165054108,0.1305750761248063,0.11301821388767368,0.09546135165054108,0.1305750761248063,-0.5052845711021074,-0.5485980410744256,-0.4619711011297893,0.8002625117031669,0.8052038923977118,0.1179595945822185,0.11301821388767352,1.0,1.0
X_target_identity_sweep,target_identity_sweep,2,oracle,64,48,0.9182221062853854,0.9151962649463159,0.9212479476244548,0.9182221062853854,0.9151962649463159,0.9212479476244548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17987668675848156,0.17016151269758306,0.18959186081938006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5052845711021074,-0.5485980410744256,-0.4619711011297893,0.8002625117031669,0.8052038923977118,0.1179595945822185,0.11301821388767352,1.0,1.0
X_target_identity_sweep,target_identity_sweep,2,random,64,48,0.6939050666380692,0.6232000861365683,0.76461004713957,0.4505111927496597,0.3511644689156357,0.5498579165836837,0.4166666666666667,0.2757183418804271,0.5576149914529063,0.3958333333333333,0.2560222166610398,0.5356444500056268,0.14583333333333334,0.04492968866043644,0.24673697800623023,0.5,0.35705230833206336,0.6429476916679366,0.4621554930348655,0.3822820006728507,0.5420289853968804,0.4166666666666667,0.2757183418804271,0.5576149914529063,0.24339387388840947,0.08089639339524032,0.40589135438157864,0.4677109135357258,0.3681634593815999,0.5672583676898517,0.4677109135357258,0.3681634593815999,0.5672583676898517,-0.5052845711021074,-0.5485980410744256,-0.4619711011297893,0.8002625117031669,0.8052038923977118,0.1179595945822185,0.11301821388767352,1.0,1.0
X_target_identity_sweep,target_identity_sweep,2,raw,64,48,1.2962943482021847,1.280707801677995,1.3118808947263745,0.0,0.0,0.0,1.0,1.0,1.0,0.75,0.6262036676032217,0.8737963323967783,0.9791666666666666,0.9383333333333332,1.02,0.8333333333333334,0.7267864147346045,0.9398802519320623,0.6312615273743762,0.5714254845660545,0.691097570182698,1.0,1.0,1.0,1.2962943482021847,1.280707801677995,1.3118808947263745,0.9182221062853854,0.9151962649463159,0.9212479476244548,0.9182221062853854,0.9151962649463159,0.9212479476244548,-0.5052845711021074,-0.5485980410744256,-0.4619711011297893,0.8002625117031669,0.8052038923977118,0.1179595945822185,0.11301821388767352,1.0,1.0
X_target_identity_sweep,target_identity_sweep,3,combined_repair,64,48,1.2093567814410664,1.2039611214562138,1.214752441425919,0.7955217976711665,0.7820213528072577,0.8090222425350753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1658287384748478,0.1548241238634141,0.1768333530862815,0.0,0.0,0.0,0.41383498376989997,0.39748349443162545,0.4301864731081745,0.12148565922418351,0.10843932560638084,0.1345319928419862,0.12148565922418351,0.10843932560638084,0.1345319928419862,-0.5377255944416784,-0.5790395146703431,-0.49641167421301374,0.7955217976711665,0.8007736908797729,0.12148565922418353,0.11623376601557711,1.0,1.0
X_target_identity_sweep,target_identity_sweep,3,observable_repair,64,48,1.198199343679219,1.1943600731531971,1.202038614205241,0.8007736908797729,0.7866444592895534,0.8149029224699924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1591356819217272,0.147591734117556,0.1706796297258984,0.0,0.0,0.0,0.39742565279944614,0.3816059447291617,0.41324536086973057,0.11623376601557707,0.10264264718703789,0.12982488484411625,0.11623376601557707,0.10264264718703789,0.12982488484411625,-0.5377255944416784,-0.5790395146703431,-0.49641167421301374,0.7955217976711665,0.8007736908797729,0.12148565922418353,0.11623376601557711,1.0,1.0
X_target_identity_sweep,target_identity_sweep,3,oracle,64,48,0.91700745689535,0.9124477435476196,0.9215671702430804,0.91700745689535,0.9124477435476196,0.9215671702430804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1736891937391646,0.1612863404914601,0.18609204698686913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5377255944416784,-0.5790395146703431,-0.49641167421301374,0.7955217976711665,0.8007736908797729,0.12148565922418353,0.11623376601557711,1.0,1.0
X_target_identity_sweep,target_identity_sweep,3,random,64,48,0.7109455893654061,0.6474595929605951,0.7744315857702171,0.4699914294790835,0.37789973569130453,0.5620831232668625,0.375,0.23659149269782212,0.5134085073021779,0.25,0.12620366760322171,0.3737963323967783,0.16666666666666666,0.06011974806793774,0.2732135852653956,0.4166666666666667,0.2757183418804271,0.5576149914529063,0.40641125655218796,0.3263043006322123,0.48651821247216365,0.375,0.23659149269782212,0.5134085073021779,0.24095415988632254,0.09091615213865967,0.3909921676339854,0.44701602741626645,0.35479340443243734,0.5392386504000956,0.44701602741626645,0.35479340443243734,0.5392386504000956,-0.5377255944416784,-0.5790395146703431,-0.49641167421301374,0.7955217976711665,0.8007736908797729,0.12148565922418353,0.11623376601557711,1.0,1.0
X_target_identity_sweep,target_identity_sweep,3,raw,64,48,1.3121696855727907,1.296246071570699,1.3280932995748824,0.0,0.0,0.0,1.0,1.0,1.0,0.7916666666666666,0.6755598539372882,0.907773479396045,0.9791666666666666,0.9383333333333332,1.02,0.8125,0.700911493957258,0.924088506042742,0.6216395176481714,0.5605361624683006,0.6827428728280421,1.0,1.0,1.0,1.3121696855727907,1.296246071570699,1.3280932995748824,0.91700745689535,0.9124477435476196,0.9215671702430804,0.91700745689535,0.9124477435476196,0.9215671702430804,-0.5377255944416784,-0.5790395146703431,-0.49641167421301374,0.7955217976711665,0.8007736908797729,0.12148565922418353,0.11623376601557711,1.0,1.0
X_target_identity_sweep,target_identity_sweep,4,combined_repair,64,48,1.2058265974544224,1.2002653589938768,1.2113878359149681,0.802891860859309,0.7857452761839306,0.8200384455346873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15908949222477495,0.14820997340854866,0.16996901104100123,0.0,0.0,0.0,0.4029347365951135,0.382609884256753,0.42325958893347393,0.11553361340762724,0.09938018393556214,0.13168704287969235,0.11553361340762724,0.09938018393556214,0.13168704287969235,-0.5216849172640828,-0.5775351048836033,-0.4658347296445624,0.802891860859309,0.8006596025671179,0.11553361340762713,0.11776587169981823,1.0,1.0
X_target_identity_sweep,target_identity_sweep,4,observable_repair,64,48,1.1955377950002504,1.190706731856149,1.2003688581443517,0.8006596025671179,0.7832063959703409,0.8181128091638948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15392967603939298,0.14188286612714376,0.1659764859516422,0.0,0.0,0.0,0.3948781924331326,0.37531649342665235,0.41443989143961285,0.11776587169981834,0.10133227623487318,0.1341994671647635,0.11776587169981834,0.10133227623487318,0.1341994671647635,-0.5216849172640828,-0.5775351048836033,-0.4658347296445624,0.802891860859309,0.8006596025671179,0.11553361340762713,0.11776587169981823,1.0,1.0
X_target_identity_sweep,target_identity_sweep,4,oracle,64,48,0.9184254742669361,0.9148969362228602,0.921954012311012,0.9184254742669361,0.9148969362228602,0.921954012311012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1850385820092246,0.17349556289466642,0.19658160112378278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5216849172640828,-0.5775351048836033,-0.4658347296445624,0.802891860859309,0.8006596025671179,0.11553361340762713,0.11776587169981823,1.0,1.0
X_target_identity_sweep,target_identity_sweep,4,random,64,48,0.7135338945562001,0.6521029303825678,0.7749648587298323,0.5004661464896237,0.4114984026494887,0.5894338903297588,0.375,0.23659149269782212,0.5134085073021779,0.3125,0.17998394316480384,0.4450160568351962,0.20833333333333334,0.09222652060395496,0.3244401460627117,0.25,0.12620366760322171,0.3737963323967783,0.32708415843515537,0.2603573882529907,0.39381092861732003,0.375,0.23659149269782212,0.5134085073021779,0.21306774806657644,0.06973230333052846,0.35640319280262445,0.41795932777731254,0.32876611603764094,0.5071525395169841,0.41795932777731254,0.32876611603764094,0.5071525395169841,-0.5216849172640828,-0.5775351048836033,-0.4658347296445624,0.802891860859309,0.8006596025671179,0.11553361340762713,0.11776587169981823,1.0,1.0
X_target_identity_sweep,target_identity_sweep,4,raw,64,48,1.3160949148935324,1.302843754185942,1.3293460756011228,0.0,0.0,0.0,1.0,1.0,1.0,0.7083333333333334,0.5783853986785641,0.8382812679881027,0.9583333333333334,0.9012039128428435,1.0154627538238232,0.8958333333333334,0.8084989747502116,0.9831676919164551,0.6666227268537371,0.6150545540062557,0.7181908997012185,1.0,1.0,1.0,1.3160949148935324,1.302843754185942,1.3293460756011228,0.9184254742669361,0.9148969362228602,0.921954012311012,0.9184254742669361,0.9148969362228602,0.921954012311012,-0.5216849172640828,-0.5775351048836033,-0.4658347296445624,0.802891860859309,0.8006596025671179,0.11553361340762713,0.11776587169981823,1.0,1.0
X_target_identity_sweep,target_identity_sweep,5,combined_repair,64,48,1.20826936963725,1.202061661374525,1.214477077899975,0.797544926537649,0.7816516416303473,0.8134382114449507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1547565376982122,0.14376674888242202,0.1657463265140024,0.0,0.0,0.0,0.41072444309960127,0.3906919918763961,0.43075689432280645,0.12089666257506998,0.10560682506416164,0.13618650008597832,0.12089666257506998,0.10560682506416164,0.13618650008597832,-0.5268314049558978,-0.5618780574017912,-0.49178475251000436,0.797544926537649,0.7991620969423044,0.12089666257506981,0.11927949217041434,1.0,1.0
X_target_identity_sweep,target_identity_sweep,5,observable_repair,64,48,1.1992168769985254,1.1946696046368859,1.203764149360165,0.7991620969423044,0.7825046489408963,0.8158195449437126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14670474576507928,0.13617602284056435,0.1572334686895942,0.0,0.0,0.0,0.400054780056221,0.38122450579566125,0.4188850543167808,0.11927949217041424,0.10325348017723353,0.13530550416359494,0.11927949217041424,0.10325348017723353,0.13530550416359494,-0.5268314049558978,-0.5618780574017912,-0.49178475251000436,0.797544926537649,0.7991620969423044,0.12089666257506981,0.11927949217041434,1.0,1.0
X_target_identity_sweep,target_identity_sweep,5,oracle,64,48,0.9184415891127188,0.913367456468483,0.9235157217569545,0.9184415891127188,0.913367456468483,0.9235157217569545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,-0.02,0.06166666666666666,0.19338769241233011,0.16815681515127193,0.2186185696733883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5268314049558978,-0.5618780574017912,-0.49178475251000436,0.797544926537649,0.7991620969423044,0.12089666257506981,0.11927949217041434,1.0,1.0
X_target_identity_sweep,target_identity_sweep,5,random,64,48,0.7178377167697905,0.6422871906583761,0.7933882428812048,0.48211441484446876,0.3828409839275209,0.5813878457614167,0.375,0.23659149269782212,0.5134085073021779,0.375,0.23659149269782212,0.5134085073021779,0.22916666666666666,0.10900578406814464,0.34932754926518866,0.2708333333333333,0.1437842302814486,0.39788243638521803,0.327480273636396,0.26207186910290176,0.3928886781698902,0.375,0.23659149269782212,0.5134085073021779,0.23572330192532184,0.06709124579756759,0.4043553580530761,0.43632717426825,0.33667194222364033,0.5359824063128596,0.43632717426825,0.33667194222364033,0.5359824063128596,-0.5268314049558978,-0.5618780574017912,-0.49178475251000436,0.797544926537649,0.7991620969423044,0.12089666257506981,0.11927949217041434,1.0,1.0
X_target_identity_sweep,target_identity_sweep,5,raw,64,48,1.317875157266459,1.3071581561101693,1.328592158422749,0.0,0.0,0.0,1.0,1.0,1.0,0.7916666666666666,0.6755598539372882,0.907773479396045,1.0,1.0,1.0,0.9375,0.868295746348911,1.0067042536510888,0.6894817737403184,0.6470899587277317,0.7318735887529051,1.0,1.0,1.0,1.317875157266459,1.3071581561101693,1.328592158422749,0.9184415891127188,0.913367456468483,0.9235157217569545,0.9184415891127188,0.913367456468483,0.9235157217569545,-0.5268314049558978,-0.5618780574017912,-0.49178475251000436,0.797544926537649,0.7991620969423044,0.12089666257506981,0.11927949217041434,1.0,1.0
