scenario,N,raw_selected_real_utility,observable_repair_utility,combined_repair_utility,oracle_utility,observable_vs_raw_gain,combined_minus_observable_gap,observable_oracle_gap,observable_win_rate_vs_raw,observable_sign_test_p
hidden_property,64,0.12441668576309804,0.8787930212030001,0.879048937903803,0.9205181520265172,0.754376335439902,0.0002559167008029384,0.04172513082351714,1.0,3.0517578125e-05
merge_split,64,0.022219449500168496,0.8339133448208474,0.832852876459828,0.9250285052408347,0.8116938953206789,-0.0010604683610194732,0.09111516041998724,1.0,3.0517578125e-05
occlusion,64,0.015500125232697875,0.8300669940738616,0.8354681331621352,0.9266266122452156,0.8145668688411638,0.005401139088273554,0.09655961817135394,1.0,3.0517578125e-05
raw,64,0.0,0.8803086375224858,0.8803086375224858,0.9047787867830698,0.8803086375224858,0.0,0.024470149260583995,1.0,3.0517578125e-05
swap,64,0.07288371800374827,0.8281529692123271,0.838883947729351,0.9275535296282494,0.7552692512085788,0.010730978517023981,0.09940056041592238,1.0,3.0517578125e-05
