experiment,scenario,selector,N,seed,selected_candidate_id,selected_object_score,selected_real_utility,identity_error,swap_rate,merge_split_rate,property_error,property_entropy,occlusion_error,object_real_gap,candidate_mean_score,candidate_mean_real_utility,candidate_best_real_utility,regret,oracle_gap,upper_tail_rank_correlation,repair_tier,uses_real_utility_features,uses_hidden_features,hyperparameter_source,split_seed,final_test,gross_selected_real_utility,probe_cost,incurred_probe_cost,probe_cost_applied
V_probe_cost_sensitivity,hidden_property,raw,64,0,60,1.0926907701879438,0.0,1.0,0.0,1.0,0.0,0.23161868456003398,0.0,1.0926907701879438,0.5940224897400912,0.6886667010171301,0.9315077535610059,0.9315077535610059,0.9315077535610059,-0.800649370997535,deployable_no_leak,False,False,none,-1,0,0.0,0.0,0.0,0
V_probe_cost_sensitivity,hidden_property,targeted_probe,64,0,21,1.0735693637759116,0.905607677687301,0.0,0.0,0.0,0.0,0.20408646683231355,0.0,0.16796168608861062,0.5940224897400912,0.6886667010171301,0.9315077535610059,0.02590007587370491,0.02590007587370491,-0.800649370997535,support_covered,False,True,fixed_predeclared,-1,0,0.905607677687301,0.0,0.0,1
V_probe_cost_sensitivity,hidden_property,observable_repair,64,0,26,1.2392399305007216,0.9259169000212081,0.0,0.0,0.0,0.0,0.14146760082852805,0.0,0.3133230304795135,0.5940224897400912,0.6886667010171301,0.9315077535610059,0.005590853539797824,0.005590853539797824,-0.800649370997535,support_covered,False,True,fixed_predeclared,-1,0,0.9259169000212081,0.0,0.0,1
V_probe_cost_sensitivity,hidden_property,combined_repair,64,0,26,1.3630469926501796,0.9259169000212081,0.0,0.0,0.0,0.0,0.14146760082852805,0.0,0.4371300926289715,0.5940224897400912,0.6886667010171301,0.9315077535610059,0.005590853539797824,0.005590853539797824,-0.800649370997535,oracle_upper_bound,False,True,fixed_predeclared,-1,0,0.9259169000212081,0.0,0.0,1
V_probe_cost_sensitivity,hidden_property,oracle,64,0,1,0.9315077535610059,0.9315077535610059,0.0,0.0,0.0,0.0,0.1766616842405122,0.0,0.0,0.5940224897400912,0.6886667010171301,0.9315077535610059,0.0,0.0,-0.800649370997535,oracle_upper_bound,True,True,eval_oracle,-1,0,0.9315077535610059,0.0,0.0,0
V_probe_cost_sensitivity,hidden_property,raw,64,0,60,1.0926907701879438,0.0,1.0,0.0,1.0,0.0,0.23161868456003398,0.0,1.0926907701879438,0.5940224897400912,0.6886667010171301,0.9315077535610059,0.9315077535610059,0.9315077535610059,-0.800649370997535,deployable_no_leak,False,False,none,-1,0,0.0,0.02,0.0,0
V_probe_cost_sensitivity,hidden_property,targeted_probe,64,0,21,1.0735693637759116,0.885607677687301,0.0,0.0,0.0,0.0,0.20408646683231355,0.0,0.18796168608861064,0.5940224897400912,0.6886667010171301,0.9315077535610059,0.045900075873704926,0.045900075873704926,-0.800649370997535,support_covered,False,True,fixed_predeclared,-1,0,0.905607677687301,0.02,0.02,1
V_probe_cost_sensitivity,hidden_property,observable_repair,64,0,26,1.2392399305007216,0.9059169000212081,0.0,0.0,0.0,0.0,0.14146760082852805,0.0,0.3333230304795135,0.5940224897400912,0.6886667010171301,0.9315077535610059,0.025590853539797842,0.025590853539797842,-0.800649370997535,support_covered,False,True,fixed_predeclared,-1,0,0.9259169000212081,0.02,0.02,1
V_probe_cost_sensitivity,hidden_property,combined_repair,64,0,26,1.3630469926501796,0.9059169000212081,0.0,0.0,0.0,0.0,0.14146760082852805,0.0,0.45713009262897153,0.5940224897400912,0.6886667010171301,0.9315077535610059,0.025590853539797842,0.025590853539797842,-0.800649370997535,oracle_upper_bound,False,True,fixed_predeclared,-1,0,0.9259169000212081,0.02,0.02,1
V_probe_cost_sensitivity,hidden_property,oracle,64,0,1,0.9315077535610059,0.9315077535610059,0.0,0.0,0.0,0.0,0.1766616842405122,0.0,0.0,0.5940224897400912,0.6886667010171301,0.9315077535610059,0.0,0.0,-0.800649370997535,oracle_upper_bound,True,True,eval_oracle,-1,0,0.9315077535610059,0.02,0.0,0
V_probe_cost_sensitivity,hidden_property,raw,64,0,60,1.0926907701879438,0.0,1.0,0.0,1.0,0.0,0.23161868456003398,0.0,1.0926907701879438,0.5940224897400912,0.6886667010171301,0.9315077535610059,0.9315077535610059,0.9315077535610059,-0.800649370997535,deployable_no_leak,False,False,none,-1,0,0.0,0.05,0.0,0
V_probe_cost_sensitivity,hidden_property,targeted_probe,64,0,21,1.0735693637759116,0.855607677687301,0.0,0.0,0.0,0.0,0.20408646683231355,0.0,0.21796168608861066,0.5940224897400912,0.6886667010171301,0.9315077535610059,0.07590007587370495,0.07590007587370495,-0.800649370997535,support_covered,False,True,fixed_predeclared,-1,0,0.905607677687301,0.05,0.05,1
V_probe_cost_sensitivity,hidden_property,observable_repair,64,0,26,1.2392399305007216,0.875916900021208,0.0,0.0,0.0,0.0,0.14146760082852805,0.0,0.36332303047951353,0.5940224897400912,0.6886667010171301,0.9315077535610059,0.05559085353979787,0.05559085353979787,-0.800649370997535,support_covered,False,True,fixed_predeclared,-1,0,0.9259169000212081,0.05,0.05,1
V_probe_cost_sensitivity,hidden_property,combined_repair,64,0,26,1.3630469926501796,0.875916900021208,0.0,0.0,0.0,0.0,0.14146760082852805,0.0,0.48713009262897156,0.5940224897400912,0.6886667010171301,0.9315077535610059,0.05559085353979787,0.05559085353979787,-0.800649370997535,oracle_upper_bound,False,True,fixed_predeclared,-1,0,0.9259169000212081,0.05,0.05,1
V_probe_cost_sensitivity,hidden_property,oracle,64,0,1,0.9315077535610059,0.9315077535610059,0.0,0.0,0.0,0.0,0.1766616842405122,0.0,0.0,0.5940224897400912,0.6886667010171301,0.9315077535610059,0.0,0.0,-0.800649370997535,oracle_upper_bound,True,True,eval_oracle,-1,0,0.9315077535610059,0.05,0.0,0
V_probe_cost_sensitivity,hidden_property,raw,64,0,60,1.0926907701879438,0.0,1.0,0.0,1.0,0.0,0.23161868456003398,0.0,1.0926907701879438,0.5940224897400912,0.6886667010171301,0.9315077535610059,0.9315077535610059,0.9315077535610059,-0.800649370997535,deployable_no_leak,False,False,none,-1,0,0.0,0.1,0.0,0
V_probe_cost_sensitivity,hidden_property,targeted_probe,64,0,21,1.0735693637759116,0.805607677687301,0.0,0.0,0.0,0.0,0.20408646683231355,0.0,0.2679616860886106,0.5940224897400912,0.6886667010171301,0.9315077535610059,0.1259000758737049,0.1259000758737049,-0.800649370997535,support_covered,False,True,fixed_predeclared,-1,0,0.905607677687301,0.1,0.1,1
V_probe_cost_sensitivity,hidden_property,observable_repair,64,0,26,1.2392399305007216,0.8259169000212081,0.0,0.0,0.0,0.0,0.14146760082852805,0.0,0.41332303047951346,0.5940224897400912,0.6886667010171301,0.9315077535610059,0.1055908535397978,0.1055908535397978,-0.800649370997535,support_covered,False,True,fixed_predeclared,-1,0,0.9259169000212081,0.1,0.1,1
V_probe_cost_sensitivity,hidden_property,combined_repair,64,0,26,1.3630469926501796,0.8259169000212081,0.0,0.0,0.0,0.0,0.14146760082852805,0.0,0.5371300926289715,0.5940224897400912,0.6886667010171301,0.9315077535610059,0.1055908535397978,0.1055908535397978,-0.800649370997535,oracle_upper_bound,False,True,fixed_predeclared,-1,0,0.9259169000212081,0.1,0.1,1
V_probe_cost_sensitivity,hidden_property,oracle,64,0,1,0.9315077535610059,0.9315077535610059,0.0,0.0,0.0,0.0,0.1766616842405122,0.0,0.0,0.5940224897400912,0.6886667010171301,0.9315077535610059,0.0,0.0,-0.800649370997535,oracle_upper_bound,True,True,eval_oracle,-1,0,0.9315077535610059,0.1,0.0,0
V_probe_cost_sensitivity,hidden_property,raw,64,0,60,1.0926907701879438,0.0,1.0,0.0,1.0,0.0,0.23161868456003398,0.0,1.0926907701879438,0.5940224897400912,0.6886667010171301,0.9315077535610059,0.9315077535610059,0.9315077535610059,-0.800649370997535,deployable_no_leak,False,False,none,-1,0,0.0,0.15,0.0,0
V_probe_cost_sensitivity,hidden_property,targeted_probe,64,0,21,1.0735693637759116,0.755607677687301,0.0,0.0,0.0,0.0,0.20408646683231355,0.0,0.31796168608861064,0.5940224897400912,0.6886667010171301,0.9315077535610059,0.17590007587370493,0.17590007587370493,-0.800649370997535,support_covered,False,True,fixed_predeclared,-1,0,0.905607677687301,0.15,0.15,1
V_probe_cost_sensitivity,hidden_property,observable_repair,64,0,26,1.2392399305007216,0.7759169000212081,0.0,0.0,0.0,0.0,0.14146760082852805,0.0,0.4633230304795135,0.5940224897400912,0.6886667010171301,0.9315077535610059,0.15559085353979785,0.15559085353979785,-0.800649370997535,support_covered,False,True,fixed_predeclared,-1,0,0.9259169000212081,0.15,0.15,1
V_probe_cost_sensitivity,hidden_property,combined_repair,64,0,26,1.3630469926501796,0.7759169000212081,0.0,0.0,0.0,0.0,0.14146760082852805,0.0,0.5871300926289715,0.5940224897400912,0.6886667010171301,0.9315077535610059,0.15559085353979785,0.15559085353979785,-0.800649370997535,oracle_upper_bound,False,True,fixed_predeclared,-1,0,0.9259169000212081,0.15,0.15,1
V_probe_cost_sensitivity,hidden_property,oracle,64,0,1,0.9315077535610059,0.9315077535610059,0.0,0.0,0.0,0.0,0.1766616842405122,0.0,0.0,0.5940224897400912,0.6886667010171301,0.9315077535610059,0.0,0.0,-0.800649370997535,oracle_upper_bound,True,True,eval_oracle,-1,0,0.9315077535610059,0.15,0.0,0
V_probe_cost_sensitivity,hidden_property,raw,64,0,60,1.0926907701879438,0.0,1.0,0.0,1.0,0.0,0.23161868456003398,0.0,1.0926907701879438,0.5940224897400912,0.6886667010171301,0.9315077535610059,0.9315077535610059,0.9315077535610059,-0.800649370997535,deployable_no_leak,False,False,none,-1,0,0.0,0.2,0.0,0
V_probe_cost_sensitivity,hidden_property,targeted_probe,64,0,21,1.0735693637759116,0.705607677687301,0.0,0.0,0.0,0.0,0.20408646683231355,0.0,0.3679616860886106,0.5940224897400912,0.6886667010171301,0.9315077535610059,0.22590007587370486,0.22590007587370486,-0.800649370997535,support_covered,False,True,fixed_predeclared,-1,0,0.905607677687301,0.2,0.2,1
V_probe_cost_sensitivity,hidden_property,observable_repair,64,0,26,1.2392399305007216,0.725916900021208,0.0,0.0,0.0,0.0,0.14146760082852805,0.0,0.5133230304795136,0.5940224897400912,0.6886667010171301,0.9315077535610059,0.2055908535397979,0.2055908535397979,-0.800649370997535,support_covered,False,True,fixed_predeclared,-1,0,0.9259169000212081,0.2,0.2,1
V_probe_cost_sensitivity,hidden_property,combined_repair,64,0,26,1.3630469926501796,0.725916900021208,0.0,0.0,0.0,0.0,0.14146760082852805,0.0,0.6371300926289716,0.5940224897400912,0.6886667010171301,0.9315077535610059,0.2055908535397979,0.2055908535397979,-0.800649370997535,oracle_upper_bound,False,True,fixed_predeclared,-1,0,0.9259169000212081,0.2,0.2,1
V_probe_cost_sensitivity,hidden_property,oracle,64,0,1,0.9315077535610059,0.9315077535610059,0.0,0.0,0.0,0.0,0.1766616842405122,0.0,0.0,0.5940224897400912,0.6886667010171301,0.9315077535610059,0.0,0.0,-0.800649370997535,oracle_upper_bound,True,True,eval_oracle,-1,0,0.9315077535610059,0.2,0.0,0
V_probe_cost_sensitivity,hidden_property,raw,64,0,60,1.0926907701879438,0.0,1.0,0.0,1.0,0.0,0.23161868456003398,0.0,1.0926907701879438,0.5940224897400912,0.6886667010171301,0.9315077535610059,0.9315077535610059,0.9315077535610059,-0.800649370997535,deployable_no_leak,False,False,none,-1,0,0.0,0.3,0.0,0
V_probe_cost_sensitivity,hidden_property,targeted_probe,64,0,21,1.0735693637759116,0.605607677687301,0.0,0.0,0.0,0.0,0.20408646683231355,0.0,0.46796168608861066,0.5940224897400912,0.6886667010171301,0.9315077535610059,0.32590007587370495,0.32590007587370495,-0.800649370997535,support_covered,False,True,fixed_predeclared,-1,0,0.905607677687301,0.3,0.3,1
V_probe_cost_sensitivity,hidden_property,observable_repair,64,0,26,1.2392399305007216,0.6259169000212081,0.0,0.0,0.0,0.0,0.14146760082852805,0.0,0.6133230304795134,0.5940224897400912,0.6886667010171301,0.9315077535610059,0.30559085353979776,0.30559085353979776,-0.800649370997535,support_covered,False,True,fixed_predeclared,-1,0,0.9259169000212081,0.3,0.3,1
V_probe_cost_sensitivity,hidden_property,combined_repair,64,0,26,1.3630469926501796,0.6259169000212081,0.0,0.0,0.0,0.0,0.14146760082852805,0.0,0.7371300926289714,0.5940224897400912,0.6886667010171301,0.9315077535610059,0.30559085353979776,0.30559085353979776,-0.800649370997535,oracle_upper_bound,False,True,fixed_predeclared,-1,0,0.9259169000212081,0.3,0.3,1
V_probe_cost_sensitivity,hidden_property,oracle,64,0,1,0.9315077535610059,0.9315077535610059,0.0,0.0,0.0,0.0,0.1766616842405122,0.0,0.0,0.5940224897400912,0.6886667010171301,0.9315077535610059,0.0,0.0,-0.800649370997535,oracle_upper_bound,True,True,eval_oracle,-1,0,0.9315077535610059,0.3,0.0,0
V_probe_cost_sensitivity,raw,raw,64,0,60,1.35,0.0,1.0,1.0,1.0,1.0,0.7248133403704375,1.0,1.35,0.7352934650522247,0.4078743129637205,0.9069892937714292,0.9069892937714292,0.9069892937714292,-0.589082636135693,deployable_no_leak,False,False,none,-1,0,0.0,0.0,0.0,0
