experiment,scenario,selector,N,seed,selected_candidate_id,selected_object_score,selected_real_utility,identity_error,swap_rate,merge_split_rate,property_error,property_entropy,occlusion_error,object_real_gap,candidate_mean_score,candidate_mean_real_utility,candidate_best_real_utility,regret,oracle_gap,upper_tail_rank_correlation,repair_tier,uses_real_utility_features,uses_hidden_features,hyperparameter_source,split_seed,final_test,original_target_id,counterfactual_target_id,n_objects
Q_counterfactual_target,target_id_1,raw,64,0,62,1.3037072540159298,0.0,1.0,1.0,1.0,0.0,0.18914104024487888,1.0,1.3037072540159298,0.6641634754661216,0.5233814843693897,0.9358197799866792,0.9358197799866792,0.9358197799866792,-0.6363032588383153,deployable_no_leak,False,False,none,-1,0,0,1,4
Q_counterfactual_target,target_id_1,observable_repair,64,0,0,1.1996561799353054,0.8924544435347675,0.0,0.0,0.0,0.0,0.1403191380980692,0.0,0.30720173640053783,0.6641634754661216,0.5233814843693897,0.9358197799866792,0.04336533645191165,0.04336533645191165,-0.6363032588383153,support_covered,False,True,fixed_predeclared,-1,0,0,1,4
Q_counterfactual_target,target_id_1,combined_repair,64,0,43,1.160823730491512,0.9255989687948636,0.0,0.0,0.0,0.0,0.12576918964809874,0.0,0.23522476169664852,0.6641634754661216,0.5233814843693897,0.9358197799866792,0.010220811191815615,0.010220811191815615,-0.6363032588383153,oracle_upper_bound,False,True,fixed_predeclared,-1,0,0,1,4
Q_counterfactual_target,target_id_1,random,64,0,32,0.9183395965441841,0.11337446044678035,1.0,1.0,0.0,0.0,0.25200431108127597,1.0,0.8049651360974037,0.6641634754661216,0.5233814843693897,0.9358197799866792,0.8224453195398989,0.8224453195398989,-0.6363032588383153,deployable_no_leak,False,False,none,-1,0,0,1,4
Q_counterfactual_target,target_id_1,oracle,64,0,29,0.9358197799866792,0.9358197799866792,0.0,0.0,0.0,0.0,0.13728090441928292,0.0,0.0,0.6641634754661216,0.5233814843693897,0.9358197799866792,0.0,0.0,-0.6363032588383153,oracle_upper_bound,True,True,eval_oracle,-1,0,0,1,4
Q_counterfactual_target,target_id_1,raw,64,1,6,1.35,0.0,1.0,0.0,1.0,1.0,0.6967950448689082,1.0,1.35,0.7516896165448004,0.40031072052734373,0.9242530354645181,0.9242530354645181,0.9242530354645181,-0.225047676716798,deployable_no_leak,False,False,none,-1,0,0,1,4
Q_counterfactual_target,target_id_1,observable_repair,64,1,58,1.18458682883942,0.8152503955132577,0.0,0.0,0.0,0.0,0.19267505526362066,0.0,0.3693364333261622,0.7516896165448004,0.40031072052734373,0.9242530354645181,0.10900263995126036,0.10900263995126036,-0.225047676716798,support_covered,False,True,fixed_predeclared,-1,0,0,1,4
Q_counterfactual_target,target_id_1,combined_repair,64,1,58,1.197768176782585,0.8152503955132577,0.0,0.0,0.0,0.0,0.19267505526362066,0.0,0.38251778126932723,0.7516896165448004,0.40031072052734373,0.9242530354645181,0.10900263995126036,0.10900263995126036,-0.225047676716798,oracle_upper_bound,False,True,fixed_predeclared,-1,0,0,1,4
Q_counterfactual_target,target_id_1,random,64,1,11,0.37938380215583534,0.9242530354645181,0.0,0.0,0.0,0.0,0.2362452202980584,0.0,-0.5448692333086828,0.7516896165448004,0.40031072052734373,0.9242530354645181,0.0,0.0,-0.225047676716798,deployable_no_leak,False,False,none,-1,0,0,1,4
Q_counterfactual_target,target_id_1,oracle,64,1,11,0.9242530354645181,0.9242530354645181,0.0,0.0,0.0,0.0,0.2362452202980584,0.0,0.0,0.7516896165448004,0.40031072052734373,0.9242530354645181,0.0,0.0,-0.225047676716798,oracle_upper_bound,True,True,eval_oracle,-1,0,0,1,4
Q_counterfactual_target,target_id_1,raw,64,2,52,1.3251879267978186,0.0,1.0,1.0,1.0,1.0,0.6856264787525269,1.0,1.3251879267978186,0.7200329099312761,0.39357897656496893,0.9357449937711168,0.9357449937711168,0.9357449937711168,-0.2577600974682181,deployable_no_leak,False,False,none,-1,0,0,1,4
