experiment,scenario,selector,N,seed,selected_candidate_id,selected_object_score,selected_real_utility,identity_error,swap_rate,merge_split_rate,property_error,property_entropy,occlusion_error,object_real_gap,candidate_mean_score,candidate_mean_real_utility,candidate_best_real_utility,regret,oracle_gap,upper_tail_rank_correlation,repair_tier,uses_real_utility_features,uses_hidden_features,hyperparameter_source,split_seed,final_test,heldout_scenario,train_scenarios,pilot_train_candidates,pilot_train_mae,pilot_train_correlation
S_leave_one_failure_out,heldout_raw,raw,64,0,27,1.35,0.0,1.0,1.0,1.0,1.0,0.7308348219214107,1.0,1.35,0.7195562125706729,0.39755842480703457,0.8960835304806763,0.8960835304806763,0.8960835304806763,-0.6177447000633726,deployable_no_leak,False,False,none,-1,0,raw,occlusion|hidden_property|swap|merge_split,6144,0.04641955736761973,0.9833173874731597
S_leave_one_failure_out,heldout_raw,pilot_calibrated,64,0,60,0.8415893805724768,0.8425520251693667,0.0,0.0,0.0,0.0,0.1340259128421548,0.0,-0.0009626445968898834,0.7195562125706729,0.39755842480703457,0.8960835304806763,0.05353150531130968,0.05353150531130968,-0.6177447000633726,deployable_no_leak,False,False,pilot_train_dev,-1,0,raw,occlusion|hidden_property|swap|merge_split,6144,0.04641955736761973,0.9833173874731597
S_leave_one_failure_out,heldout_raw,observable_repair,64,0,60,1.2041604464896176,0.8425520251693667,0.0,0.0,0.0,0.0,0.1340259128421548,0.0,0.36160842132025095,0.7195562125706729,0.39755842480703457,0.8960835304806763,0.05353150531130968,0.05353150531130968,-0.6177447000633726,support_covered,False,True,fixed_predeclared,-1,0,raw,occlusion|hidden_property|swap|merge_split,6144,0.04641955736761973,0.9833173874731597
S_leave_one_failure_out,heldout_raw,combined_repair,64,0,60,1.3172954060530202,0.8425520251693667,0.0,0.0,0.0,0.0,0.1340259128421548,0.0,0.47474338088365353,0.7195562125706729,0.39755842480703457,0.8960835304806763,0.05353150531130968,0.05353150531130968,-0.6177447000633726,oracle_upper_bound,False,True,fixed_predeclared,-1,0,raw,occlusion|hidden_property|swap|merge_split,6144,0.04641955736761973,0.9833173874731597
S_leave_one_failure_out,heldout_raw,random,64,0,32,0.40972644657346996,0.7734978027128481,0.0,0.0,0.0,0.0,0.21249300570636576,0.0,-0.3637713561393781,0.7195562125706729,0.39755842480703457,0.8960835304806763,0.12258572776782828,0.12258572776782828,-0.6177447000633726,deployable_no_leak,False,False,none,-1,0,raw,occlusion|hidden_property|swap|merge_split,6144,0.04641955736761973,0.9833173874731597
S_leave_one_failure_out,heldout_raw,oracle,64,0,3,0.8960835304806763,0.8960835304806763,0.0,0.0,0.0,0.0,0.21258609295573372,0.0,0.0,0.7195562125706729,0.39755842480703457,0.8960835304806763,0.0,0.0,-0.6177447000633726,oracle_upper_bound,True,True,eval_oracle,-1,0,raw,occlusion|hidden_property|swap|merge_split,6144,0.04641955736761973,0.9833173874731597
S_leave_one_failure_out,heldout_raw,raw,64,1,24,1.239994021407648,0.0,1.0,0.0,1.0,1.0,0.6569497742149167,1.0,1.239994021407648,0.7671623525684133,0.40556850584760606,0.9136834258269975,0.9136834258269975,0.9136834258269975,-0.5808029078592458,deployable_no_leak,False,False,none,-1,0,raw,occlusion|hidden_property|swap|merge_split,6144,0.04641955736761973,0.9833173874731597
S_leave_one_failure_out,heldout_raw,pilot_calibrated,64,1,42,0.8423300419914045,0.8196068606193523,0.0,0.0,0.0,0.0,0.13530517439038692,0.0,0.022723181372052204,0.7671623525684133,0.40556850584760606,0.9136834258269975,0.09407656520764518,0.09407656520764518,-0.5808029078592458,deployable_no_leak,False,False,pilot_train_dev,-1,0,raw,occlusion|hidden_property|swap|merge_split,6144,0.04641955736761973,0.9833173874731597
S_leave_one_failure_out,heldout_raw,observable_repair,64,1,16,1.2252847050859939,0.900019290244137,0.0,0.0,0.0,0.0,0.1302149722946205,0.0,0.3252654148418569,0.7671623525684133,0.40556850584760606,0.9136834258269975,0.013664135582860504,0.013664135582860504,-0.5808029078592458,support_covered,False,True,fixed_predeclared,-1,0,raw,occlusion|hidden_property|swap|merge_split,6144,0.04641955736761973,0.9833173874731597
S_leave_one_failure_out,heldout_raw,combined_repair,64,1,16,1.3444599093742156,0.900019290244137,0.0,0.0,0.0,0.0,0.1302149722946205,0.0,0.4444406191300786,0.7671623525684133,0.40556850584760606,0.9136834258269975,0.013664135582860504,0.013664135582860504,-0.5808029078592458,oracle_upper_bound,False,True,fixed_predeclared,-1,0,raw,occlusion|hidden_property|swap|merge_split,6144,0.04641955736761973,0.9833173874731597
