experiment,scenario,selector,N,seed,selected_candidate_id,selected_object_score,selected_real_utility,identity_error,swap_rate,merge_split_rate,property_error,property_entropy,occlusion_error,object_real_gap,candidate_mean_score,candidate_mean_real_utility,candidate_best_real_utility,regret,oracle_gap,upper_tail_rank_correlation,repair_tier,uses_real_utility_features,uses_hidden_features,hyperparameter_source,split_seed,final_test
F_high_n_stress,hidden_property,oracle,64,0,49,0.9225752929256126,0.9225752929256126,0.0,0.0,0.0,0.0,0.2154268370639716,0.0,0.0,0.612808616719472,0.6578308872152109,0.9225752929256126,0.0,0.0,-0.6834932892267912,oracle_upper_bound,True,True,eval_oracle,-1,0
F_high_n_stress,swap,raw,64,0,40,1.2014921372252703,0.0,1.0,1.0,1.0,0.0,0.1749671431596059,0.0,1.2014921372252703,0.6883022916027315,0.5503812075074079,0.9210768686036741,0.9210768686036741,0.9210768686036741,-0.565624915608921,deployable_no_leak,False,False,none,-1,0
F_high_n_stress,swap,identity_consistent,64,0,41,1.0178077785128898,0.7961647052321009,0.0,0.0,0.0,0.0,0.164605716746426,0.0,0.22164307328078892,0.6883022916027315,0.5503812075074079,0.9210768686036741,0.12491216337157318,0.12491216337157318,-0.565624915608921,deployable_no_leak,False,False,fixed_predeclared,-1,0
F_high_n_stress,swap,targeted_probe,64,0,41,0.8532040408085245,0.7961647052321009,0.0,0.0,0.0,0.0,0.164605716746426,0.0,0.0570393355764236,0.6883022916027315,0.5503812075074079,0.9210768686036741,0.12491216337157318,0.12491216337157318,-0.565624915608921,support_covered,False,True,fixed_predeclared,-1,0
F_high_n_stress,swap,combined_repair,64,0,41,1.2530967295816482,0.7961647052321009,0.0,0.0,0.0,0.0,0.164605716746426,0.0,0.45693202434954727,0.6883022916027315,0.5503812075074079,0.9210768686036741,0.12491216337157318,0.12491216337157318,-0.565624915608921,oracle_upper_bound,False,True,fixed_predeclared,-1,0
F_high_n_stress,swap,observable_repair,64,0,41,1.229223229267646,0.7961647052321009,0.0,0.0,0.0,0.0,0.164605716746426,0.0,0.433058524035545,0.6883022916027315,0.5503812075074079,0.9210768686036741,0.12491216337157318,0.12491216337157318,-0.565624915608921,support_covered,False,True,fixed_predeclared,-1,0
F_high_n_stress,swap,random,64,0,32,0.641673001980353,0.7745834913220468,0.0,0.0,0.0,0.0,0.14664059551779568,0.0,-0.1329104893416938,0.6883022916027315,0.5503812075074079,0.9210768686036741,0.14649337728162726,0.14649337728162726,-0.565624915608921,deployable_no_leak,False,False,none,-1,0
F_high_n_stress,swap,oracle,64,0,45,0.9210768686036741,0.9210768686036741,0.0,0.0,0.0,0.0,0.21462900234792903,0.0,0.0,0.6883022916027315,0.5503812075074079,0.9210768686036741,0.0,0.0,-0.565624915608921,oracle_upper_bound,True,True,eval_oracle,-1,0
F_high_n_stress,merge_split,raw,64,0,19,1.009826426692777,0.14216462941903887,1.0,1.0,0.0,0.0,0.12497261089830879,0.0,0.8676617972737382,0.6054032619843268,0.674348142536803,0.9308501849303831,0.7886855555113442,0.7886855555113442,-0.4790029141073189,deployable_no_leak,False,False,none,-1,0
F_high_n_stress,merge_split,identity_consistent,64,0,63,0.8789750439519445,0.8287056253364898,0.0,0.0,0.0,0.0,0.15352287461976502,0.0,0.05026941861545464,0.6054032619843268,0.674348142536803,0.9308501849303831,0.10214455959389324,0.10214455959389324,-0.4790029141073189,deployable_no_leak,False,False,fixed_predeclared,-1,0
F_high_n_stress,merge_split,targeted_probe,64,0,19,0.7993179191965165,0.14216462941903887,1.0,1.0,0.0,0.0,0.12497261089830879,0.0,0.6571532897774777,0.6054032619843268,0.674348142536803,0.9308501849303831,0.7886855555113442,0.7886855555113442,-0.4790029141073189,support_covered,False,True,fixed_predeclared,-1,0
F_high_n_stress,merge_split,combined_repair,64,0,15,1.2294774640401431,0.8147328326428744,0.0,0.0,0.0,0.0,0.08146474683124351,0.0,0.4147446313972687,0.6054032619843268,0.674348142536803,0.9308501849303831,0.11611735228750864,0.11611735228750864,-0.4790029141073189,oracle_upper_bound,False,True,fixed_predeclared,-1,0
F_high_n_stress,merge_split,observable_repair,64,0,15,1.2149232616503784,0.8147328326428744,0.0,0.0,0.0,0.0,0.08146474683124351,0.0,0.400190429007504,0.6054032619843268,0.674348142536803,0.9308501849303831,0.11611735228750864,0.11611735228750864,-0.4790029141073189,support_covered,False,True,fixed_predeclared,-1,0
F_high_n_stress,merge_split,random,64,0,32,0.5282280836928135,0.871159560466984,0.0,0.0,0.0,0.0,0.20324939227595387,0.0,-0.34293147677417046,0.6054032619843268,0.674348142536803,0.9308501849303831,0.05969062446339912,0.05969062446339912,-0.4790029141073189,deployable_no_leak,False,False,none,-1,0
F_high_n_stress,merge_split,oracle,64,0,33,0.9308501849303831,0.9308501849303831,0.0,0.0,0.0,0.0,0.1906093209110619,0.0,0.0,0.6054032619843268,0.674348142536803,0.9308501849303831,0.0,0.0,-0.4790029141073189,oracle_upper_bound,True,True,eval_oracle,-1,0
F_high_n_stress,raw,raw,64,1,20,1.35,0.0,1.0,1.0,1.0,1.0,0.7421043305303694,1.0,1.35,0.7286266912361937,0.38978636484557605,0.9005163833358256,0.9005163833358256,0.9005163833358256,-0.4062741411658586,deployable_no_leak,False,False,none,-1,0
F_high_n_stress,raw,identity_consistent,64,1,4,0.9569669446952384,0.6506745552305016,0.0,0.0,0.0,1.0,0.713448885280309,0.0,0.3062923894647368,0.7286266912361937,0.38978636484557605,0.9005163833358256,0.24984182810532407,0.24984182810532407,-0.4062741411658586,deployable_no_leak,False,False,fixed_predeclared,-1,0
F_high_n_stress,raw,targeted_probe,64,1,1,1.0521300602217332,0.19551825200736164,1.0,1.0,0.0,0.0,0.15258830462395173,1.0,0.8566118082143716,0.7286266912361937,0.38978636484557605,0.9005163833358256,0.704998131328464,0.704998131328464,-0.4062741411658586,support_covered,False,True,fixed_predeclared,-1,0
F_high_n_stress,raw,combined_repair,64,1,2,1.3225069279571429,0.8029648797280258,0.0,0.0,0.0,0.0,0.15076789391977247,0.0,0.5195420482291171,0.7286266912361937,0.38978636484557605,0.9005163833358256,0.09755150360779985,0.09755150360779985,-0.4062741411658586,oracle_upper_bound,False,True,fixed_predeclared,-1,0
F_high_n_stress,raw,observable_repair,64,1,2,1.2057564681749087,0.8029648797280258,0.0,0.0,0.0,0.0,0.15076789391977247,0.0,0.4027915884468829,0.7286266912361937,0.38978636484557605,0.9005163833358256,0.09755150360779985,0.09755150360779985,-0.4062741411658586,support_covered,False,True,fixed_predeclared,-1,0
F_high_n_stress,raw,random,64,1,11,0.5848670141089074,0.5170873671662773,0.0,0.0,0.0,1.0,0.6570913414088394,0.0,0.06777964694263006,0.7286266912361937,0.38978636484557605,0.9005163833358256,0.3834290161695483,0.3834290161695483,-0.4062741411658586,deployable_no_leak,False,False,none,-1,0
F_high_n_stress,raw,oracle,64,1,41,0.9005163833358256,0.9005163833358256,0.0,0.0,0.0,0.0,0.1410451917056134,0.0,0.0,0.7286266912361937,0.38978636484557605,0.9005163833358256,0.0,0.0,-0.4062741411658586,oracle_upper_bound,True,True,eval_oracle,-1,0
F_high_n_stress,occlusion,raw,64,1,17,1.19910335413221,0.0,1.0,1.0,1.0,0.0,0.18743534803621006,1.0,1.19910335413221,0.6702027199236655,0.475819159063554,0.9296047195927013,0.9296047195927013,0.9296047195927013,-0.9093294645201675,deployable_no_leak,False,False,none,-1,0
F_high_n_stress,occlusion,identity_consistent,64,1,48,0.9424915895304169,0.0,1.0,1.0,0.0,1.0,0.8135362696709493,1.0,0.9424915895304169,0.6702027199236655,0.475819159063554,0.9296047195927013,0.9296047195927013,0.9296047195927013,-0.9093294645201675,deployable_no_leak,False,False,fixed_predeclared,-1,0
F_high_n_stress,occlusion,targeted_probe,64,1,21,0.7271515446791774,0.8373656363771272,0.0,0.0,0.0,0.0,0.0920357441837399,0.0,-0.11021409169794982,0.6702027199236655,0.475819159063554,0.9296047195927013,0.09223908321557406,0.09223908321557406,-0.9093294645201675,support_covered,False,True,fixed_predeclared,-1,0
F_high_n_stress,occlusion,combined_repair,64,1,21,1.2027355002049154,0.8373656363771272,0.0,0.0,0.0,0.0,0.0920357441837399,0.0,0.36536986382778813,0.6702027199236655,0.475819159063554,0.9296047195927013,0.09223908321557406,0.09223908321557406,-0.9093294645201675,oracle_upper_bound,False,True,fixed_predeclared,-1,0
F_high_n_stress,occlusion,observable_repair,64,1,21,1.1954580447001069,0.8373656363771272,0.0,0.0,0.0,0.0,0.0920357441837399,0.0,0.3580924083229796,0.6702027199236655,0.475819159063554,0.9296047195927013,0.09223908321557406,0.09223908321557406,-0.9093294645201675,support_covered,False,True,fixed_predeclared,-1,0
F_high_n_stress,occlusion,random,64,1,11,0.3914130456604249,0.9220470356865399,0.0,0.0,0.0,0.0,0.1413015773862637,0.0,-0.530633990026115,0.6702027199236655,0.475819159063554,0.9296047195927013,0.007557683906161405,0.007557683906161405,-0.9093294645201675,deployable_no_leak,False,False,none,-1,0
F_high_n_stress,occlusion,oracle,64,1,46,0.9296047195927013,0.9296047195927013,0.0,0.0,0.0,0.0,0.2687734047072549,0.0,0.0,0.6702027199236655,0.475819159063554,0.9296047195927013,0.0,0.0,-0.9093294645201675,oracle_upper_bound,True,True,eval_oracle,-1,0
F_high_n_stress,hidden_property,raw,64,1,2,1.2188352560791602,0.0,1.0,1.0,1.0,1.0,0.7263127080330906,0.0,1.2188352560791602,0.6076825351362994,0.6589702688888142,0.9209786438807626,0.9209786438807626,0.9209786438807626,-0.7904425679939473,deployable_no_leak,False,False,none,-1,0
F_high_n_stress,hidden_property,identity_consistent,64,1,30,1.014234446693693,0.7694592791639249,0.0,0.0,0.0,1.0,0.6962596091707566,0.0,0.24477516752976813,0.6076825351362994,0.6589702688888142,0.9209786438807626,0.1515193647168377,0.1515193647168377,-0.7904425679939473,deployable_no_leak,False,False,fixed_predeclared,-1,0
F_high_n_stress,hidden_property,targeted_probe,64,1,35,1.0604876029623729,0.31430350182381134,1.0,0.0,0.0,0.0,0.11618449387536471,0.0,0.7461841011385615,0.6076825351362994,0.6589702688888142,0.9209786438807626,0.6066751420569512,0.6066751420569512,-0.7904425679939473,support_covered,False,True,fixed_predeclared,-1,0
