experiment,scenario,selector,N,seed,selected_candidate_id,selected_object_score,selected_real_utility,identity_error,swap_rate,merge_split_rate,property_error,property_entropy,occlusion_error,object_real_gap,candidate_mean_score,candidate_mean_real_utility,candidate_best_real_utility,regret,oracle_gap,upper_tail_rank_correlation,repair_tier,uses_real_utility_features,uses_hidden_features,hyperparameter_source,split_seed,final_test,generator_scenario,learned_reward_mean,learned_identity_alignment_mean,learned_property_confidence_mean,target_id,n_objects
Y_learned_selection_transfer,raw_heldout,raw,64,0,3,1.35,0.0,1.0,1.0,1.0,1.0,0.8335918201723013,1.0,1.35,0.7680908256544512,0.3785439792431443,0.9259007397211997,0.9259007397211997,0.9259007397211997,-0.13186218408517592,deployable_no_leak,False,False,none,-1,0,raw,0.5169113397353196,0.6270262714157095,0.8110512129065582,0,4
Y_learned_selection_transfer,raw_heldout,learned_reward,64,0,31,0.863061466158746,0.0,1.0,1.0,0.0,1.0,0.7316539076344086,1.0,0.863061466158746,0.7680908256544512,0.3785439792431443,0.9259007397211997,0.9259007397211997,0.9259007397211997,-0.13186218408517592,deployable_no_leak,False,False,heldout_train,-1,0,raw,0.5169113397353196,0.6270262714157095,0.8110512129065582,0,4
Y_learned_selection_transfer,raw_heldout,learned_identity_reward,64,0,31,0.7404390491870704,0.0,1.0,1.0,0.0,1.0,0.7316539076344086,1.0,0.7404390491870704,0.7680908256544512,0.3785439792431443,0.9259007397211997,0.9259007397211997,0.9259007397211997,-0.13186218408517592,deployable_no_leak,False,False,heldout_train,-1,0,raw,0.5169113397353196,0.6270262714157095,0.8110512129065582,0,4
Y_learned_selection_transfer,raw_heldout,observable_repair,64,0,9,1.1937556795133974,0.8692349906018916,0.0,0.0,0.0,0.0,0.13391186435985372,0.0,0.3245206889115059,0.7680908256544512,0.3785439792431443,0.9259007397211997,0.056665749119308106,0.056665749119308106,-0.13186218408517592,support_covered,False,True,fixed_predeclared,-1,0,raw,0.5169113397353196,0.6270262714157095,0.8110512129065582,0,4
Y_learned_selection_transfer,raw_heldout,combined_repair,64,0,9,1.304637308843661,0.8692349906018916,0.0,0.0,0.0,0.0,0.13391186435985372,0.0,0.43540231824176934,0.7680908256544512,0.3785439792431443,0.9259007397211997,0.056665749119308106,0.056665749119308106,-0.13186218408517592,oracle_upper_bound,False,True,fixed_predeclared,-1,0,raw,0.5169113397353196,0.6270262714157095,0.8110512129065582,0,4
Y_learned_selection_transfer,raw_heldout,oracle,64,0,23,0.9259007397211997,0.9259007397211997,0.0,0.0,0.0,0.0,0.18253018381837027,0.0,0.0,0.7680908256544512,0.3785439792431443,0.9259007397211997,0.0,0.0,-0.13186218408517592,oracle_upper_bound,True,True,eval_oracle,-1,0,raw,0.5169113397353196,0.6270262714157095,0.8110512129065582,0,4
Y_learned_selection_transfer,target_0,raw,64,0,50,1.1622964871457868,0.0,1.0,0.0,0.0,1.0,0.7530719694684428,1.0,1.1622964871457868,0.7222356363340525,0.3893082838681572,0.9173927476599137,0.9173927476599137,0.9173927476599137,-0.45670976097289695,deployable_no_leak,False,False,none,-1,0,raw,0.4882405904041429,0.6763766733051038,0.8001098823724782,0,6
Y_learned_selection_transfer,target_0,learned_reward,64,0,48,0.8492136032757049,0.17558512200020046,1.0,1.0,0.0,0.0,0.14215809187841866,1.0,0.6736284812755045,0.7222356363340525,0.3893082838681572,0.9173927476599137,0.7418076256597133,0.7418076256597133,-0.45670976097289695,deployable_no_leak,False,False,heldout_train,-1,0,raw,0.4882405904041429,0.6763766733051038,0.8001098823724782,0,6
Y_learned_selection_transfer,target_0,learned_identity_reward,64,0,48,0.7330392397432084,0.17558512200020046,1.0,1.0,0.0,0.0,0.14215809187841866,1.0,0.5574541177430079,0.7222356363340525,0.3893082838681572,0.9173927476599137,0.7418076256597133,0.7418076256597133,-0.45670976097289695,deployable_no_leak,False,False,heldout_train,-1,0,raw,0.4882405904041429,0.6763766733051038,0.8001098823724782,0,6
Y_learned_selection_transfer,target_0,observable_repair,64,0,26,1.1937794015011522,0.8928039802254091,0.0,0.0,0.0,0.0,0.1994718832386812,0.0,0.30097542127574317,0.7222356363340525,0.3893082838681572,0.9173927476599137,0.024588767434504666,0.024588767434504666,-0.45670976097289695,support_covered,False,True,fixed_predeclared,-1,0,raw,0.4882405904041429,0.6763766733051038,0.8001098823724782,0,6
