experiment,scenario,selector,N,n_seeds,selected_object_score_mean,selected_object_score_ci_low,selected_object_score_ci_high,selected_real_utility_mean,selected_real_utility_ci_low,selected_real_utility_ci_high,identity_error_mean,identity_error_ci_low,identity_error_ci_high,swap_rate_mean,swap_rate_ci_low,swap_rate_ci_high,merge_split_rate_mean,merge_split_rate_ci_low,merge_split_rate_ci_high,property_error_mean,property_error_ci_low,property_error_ci_high,property_entropy_mean,property_entropy_ci_low,property_entropy_ci_high,occlusion_error_mean,occlusion_error_ci_low,occlusion_error_ci_high,object_real_gap_mean,object_real_gap_ci_low,object_real_gap_ci_high,regret_mean,regret_ci_low,regret_ci_high,oracle_gap_mean,oracle_gap_ci_low,oracle_gap_ci_high,upper_tail_rank_correlation_mean,upper_tail_rank_correlation_ci_low,upper_tail_rank_correlation_ci_high,selected_N_mean,deployment_policy_vs_raw_gain_mean,deployment_policy_vs_stop_early_gain_mean,deployment_policy_oracle_gap_mean,deployment_policy_win_rate,deployment_policy_stop_early_win_rate,deployment_gate_actions,deployment_delegated_selectors,gate_identity_error_mean,gate_object_real_gap_mean,gate_property_entropy_mean,gate_repair_gain_mean,repair_tier,uses_real_utility_features,uses_hidden_features,hyperparameter_source,split_seed,final_test
AA_deployment_gate_policy,good,gate_policy,64,16,0.8479479217374282,0.7339772070009051,0.9619186364739513,0.8154681108088035,0.7958120378568114,0.8351241837607957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15689656729817264,0.13717451288703594,0.17661862170930934,0.0,0.0,0.0,0.032479810928624765,-0.09215848815954408,0.15711811001679363,0.11039914378217214,0.08611610717600068,0.1346821803883436,0.11039914378217214,0.08611610717600068,0.1346821803883436,-0.13658974275766247,-0.2895089852977167,0.016329499782391732,52.75,0.16001496569394302,0.1631347582332745,0.11417912042330791,0.4375,0.375,allow_high_n:9|block_high_n:2|collect_pilot_labels:2|stop_early:3,combined_repair:2|observable_repair:2|raw:12,0.125,0.11496618639233275,0.1798418125132105,0.14242324249539118,support_covered,False,False,unspecified,-1,0
AA_deployment_gate_policy,good,oracle,64,16,0.9296472312321115,0.9272992417163501,0.9319952207478728,0.9296472312321115,0.9272992417163501,0.9319952207478728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1826962650579197,0.17082755447756082,0.19456497563827857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1946849114503464,-0.3498838136520305,-0.0394860092486623,64.0,0.16001496569394302,0.1631347582332745,0.11417912042330791,0.4375,0.375,allow_high_n:9|block_high_n:2|collect_pilot_labels:2|stop_early:3,combined_repair:2|observable_repair:2|raw:12,0.125,0.11496618639233275,0.1798418125132105,0.14242324249539118,oracle_upper_bound,True,True,eval_oracle,-1,0
AA_deployment_gate_policy,good,raw_high_n,64,16,0.7704193315071932,0.7509646089152493,0.7898740540991371,0.6554531451148605,0.5205357572517381,0.790370532977983,0.125,-0.042366862510673425,0.29236686251067345,0.125,-0.042366862510673425,0.29236686251067345,0.125,-0.042366862510673425,0.29236686251067345,0.0,0.0,0.0,0.1798418125132105,0.15578059285756882,0.20390303216885217,0.0,0.0,0.0,0.11496618639233275,-0.023626775655211207,0.2535591484398767,0.2741940861172509,0.1384150712051605,0.40997310102934126,0.2741940861172509,0.1384150712051605,0.40997310102934126,-0.1946849114503464,-0.3498838136520305,-0.0394860092486623,64.0,0.16001496569394302,0.1631347582332745,0.11417912042330791,0.4375,0.375,allow_high_n:9|block_high_n:2|collect_pilot_labels:2|stop_early:3,combined_repair:2|observable_repair:2|raw:12,0.125,0.11496618639233275,0.1798418125132105,0.14242324249539118,support_covered,False,False,unspecified,-1,0
AA_deployment_gate_policy,good,stop_early_raw,64,16,0.6498941931999112,0.6093320035951593,0.690456382804663,0.652333352575529,0.5009604405951584,0.8037062645558997,0.3125,0.07793035859969716,0.5470696414003029,0.25,0.03086533820502063,0.46913466179497937,0.0,0.0,0.0,0.0,0.0,0.0,0.16973122531492027,0.14359779670185174,0.1958646539279888,0.0,0.0,0.0,-0.002439159375617894,-0.173104641506426,0.1682263227551902,0.24634327744444656,0.09118324936229746,0.40150330552659563,0.24634327744444656,0.09118324936229746,0.40150330552659563,0.0,0.0,0.0,4.0,0.16001496569394302,0.1631347582332745,0.11417912042330791,0.4375,0.375,allow_high_n:9|block_high_n:2|collect_pilot_labels:2|stop_early:3,combined_repair:2|observable_repair:2|raw:12,0.125,0.11496618639233275,0.1798418125132105,0.14242324249539118,support_covered,False,False,unspecified,-1,0
AA_deployment_gate_policy,hidden_property,gate_policy,64,16,1.2709995205827418,1.206491417398131,1.3355076237673527,0.879048937903803,0.8582075031653789,0.8998903726422272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14351915910344704,0.1296565630994238,0.15738175510747027,0.0,0.0,0.0,0.3919505826789389,0.3176886271668845,0.4662125381909933,0.04146921412271418,0.02177734764339421,0.06116108060203416,0.04146921412271418,0.02177734764339421,0.06116108060203416,-0.6329438713705909,-0.7299162938855159,-0.5359714488556659,64.0,0.754632252140705,0.4264904719405907,0.041469214122714204,1.0,0.9375,block_high_n:12|run_object_probe:4,combined_repair:12|targeted_probe:4,0.75,0.9661403309673156,0.6666783335963999,0.754632252140705,support_covered,False,False,unspecified,-1,0
AA_deployment_gate_policy,hidden_property,oracle,64,16,0.9205181520265172,0.9151916735738977,0.9258446304791367,0.9205181520265172,0.9151916735738977,0.9258446304791367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,-0.06,0.185,0.2234458045541096,0.15747927114370489,0.28941233796451427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6329438713705909,-0.7299162938855159,-0.5359714488556659,64.0,0.754632252140705,0.4264904719405907,0.041469214122714204,1.0,0.9375,block_high_n:12|run_object_probe:4,combined_repair:12|targeted_probe:4,0.75,0.9661403309673156,0.6666783335963999,0.754632252140705,oracle_upper_bound,True,True,eval_oracle,-1,0
AA_deployment_gate_policy,hidden_property,raw_high_n,64,16,1.0905570167304135,1.0580730982693145,1.1230409351915125,0.12441668576309804,0.06324928305833091,0.18558408846786517,0.75,0.5308653382050206,0.9691346617949794,0.6875,0.45293035859969716,0.9220696414003029,0.5,0.2469650880477821,0.753034911952218,0.875,0.7076331374893265,1.0423668625106735,0.6666783335963999,0.5646782025439873,0.7686784646488126,0.0,0.0,0.0,0.9661403309673156,0.8816670527326301,1.050613609202001,0.7961014662634192,0.7341944252010201,0.8580085073258182,0.7961014662634192,0.7341944252010201,0.8580085073258182,-0.6329438713705909,-0.7299162938855159,-0.5359714488556659,64.0,0.754632252140705,0.4264904719405907,0.041469214122714204,1.0,0.9375,block_high_n:12|run_object_probe:4,combined_repair:12|targeted_probe:4,0.75,0.9661403309673156,0.6666783335963999,0.754632252140705,support_covered,False,False,unspecified,-1,0
AA_deployment_gate_policy,hidden_property,stop_early_raw,64,16,0.7771727286480401,0.7164201139488919,0.8379253433471883,0.4525584659632123,0.29817234375938284,0.6069445881670418,0.1875,-0.01002531483331448,0.3850253148333145,0.0625,-0.06,0.185,0.3125,0.07793035859969716,0.5470696414003029,0.625,0.38,0.87,0.5169833242743409,0.38094622353172813,0.6530204250169537,0.0,0.0,0.0,0.3246142626848278,0.12071423649127946,0.5285142888783761,0.38251374494243684,0.23783831678758333,0.5271891730972904,0.38251374494243684,0.23783831678758333,0.5271891730972904,0.0,0.0,0.0,4.0,0.754632252140705,0.4264904719405907,0.041469214122714204,1.0,0.9375,block_high_n:12|run_object_probe:4,combined_repair:12|targeted_probe:4,0.75,0.9661403309673156,0.6666783335963999,0.754632252140705,support_covered,False,False,unspecified,-1,0
AA_deployment_gate_policy,merge_split,gate_policy,64,16,1.1890616012426534,1.1359016602147518,1.242221542270555,0.8335936753198855,0.819948279602779,0.8472390710369919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1403255701575975,0.11943268219098745,0.16121845812420757,0.0,0.0,0.0,0.3554679259227679,0.30328330950575727,0.4076525423397785,0.09143482992094913,0.0779709951814935,0.10489866466040476,0.09143482992094913,0.0779709951814935,0.10489866466040476,-0.5232887620042685,-0.6071543533318225,-0.43942317067671455,64.0,0.811374225819717,0.45871491443645607,0.0914348299209492,1.0,0.9375,block_high_n:15|run_object_probe:1,combined_repair:15|targeted_probe:1,0.9375,1.1621681169893459,0.44116877764141144,0.8106334269596596,support_covered,False,False,unspecified,-1,0
AA_deployment_gate_policy,merge_split,oracle,64,16,0.9250285052408347,0.9207533555765203,0.9293036549051491,0.9250285052408347,0.9207533555765203,0.9293036549051491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19264318291147636,0.17164847025608088,0.21363789556687185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5232887620042685,-0.6071543533318225,-0.43942317067671455,64.0,0.811374225819717,0.45871491443645607,0.0914348299209492,1.0,0.9375,block_high_n:15|run_object_probe:1,combined_repair:15|targeted_probe:1,0.9375,1.1621681169893459,0.44116877764141144,0.8106334269596596,oracle_upper_bound,True,True,eval_oracle,-1,0
