experiment,scenario,N,selector,baseline,n_pairs,mean_gain,gain_ci_low,gain_ci_high,wins,losses,ties,win_rate,sign_test_p,paired_effect_size
A_controlled_object_binding,good,32,random,raw,16,0.10406105128382437,0.05038095366862044,0.1577411488990283,14,2,0,0.875,0.004180908203125,0.9498849181420259
A_controlled_object_binding,good,64,random,raw,16,0.12622532222246863,-0.03193559068311996,0.2843862351280572,12,3,1,0.75,0.03515625,0.3910600081445544
A_controlled_object_binding,hidden_property,1,random,raw,16,0.0,0.0,0.0,0,0,16,0.0,1.0,0.0
A_controlled_object_binding,hidden_property,2,random,raw,16,0.1117929790345003,0.004347696997831302,0.2192382610711693,5,3,8,0.3125,0.7265625,0.5098275018554121
A_controlled_object_binding,hidden_property,4,random,raw,16,0.1653865726055701,0.004652262678432717,0.3261208825327075,9,4,3,0.5625,0.266845703125,0.5041824649227996
A_controlled_object_binding,hidden_property,8,random,raw,16,0.3427162157730056,0.16741267578066518,0.518019755765346,13,3,0,0.8125,0.021270751953125,0.957943836936266
A_controlled_object_binding,hidden_property,16,random,raw,16,0.3889287169592068,0.23135890533009437,0.5464985285883192,14,2,0,0.875,0.004180908203125,1.209464359572801
A_controlled_object_binding,hidden_property,32,random,raw,16,0.665190923476999,0.5761529870749639,0.7542288598790342,16,0,0,1.0,3.0517578125e-05,3.6607267157674084
A_controlled_object_binding,hidden_property,64,random,raw,16,0.43018216132891013,0.28666099499886455,0.5737033276589557,15,0,1,0.9375,6.103515625e-05,1.4686980634370588
A_controlled_object_binding,merge_split,1,random,raw,16,0.0,0.0,0.0,0,0,16,0.0,1.0,0.0
A_controlled_object_binding,merge_split,2,random,raw,16,0.1291546636124615,0.006137796733016496,0.2521715304919065,6,0,10,0.375,0.03125,0.5144480328224049
A_controlled_object_binding,merge_split,4,random,raw,16,0.2635524116369746,0.09286850956919418,0.4342363137047551,10,2,4,0.625,0.03857421875,0.7566072730797682
A_controlled_object_binding,merge_split,8,random,raw,16,0.4543291007230924,0.29782966062686256,0.6108285408193223,14,0,2,0.875,0.0001220703125,1.4225051490115737
A_controlled_object_binding,merge_split,16,random,raw,16,0.525439737651764,0.39025818527716416,0.6606212900263638,16,0,0,1.0,3.0517578125e-05,1.904590285632355
A_controlled_object_binding,merge_split,32,random,raw,16,0.5196120170277451,0.3554119402433446,0.6838120938121455,14,0,2,0.875,0.0001220703125,1.5506076082894003
A_controlled_object_binding,merge_split,64,random,raw,16,0.74788470488975,0.6705197919468548,0.8252496178326452,16,0,0,1.0,3.0517578125e-05,4.7368179121001885
A_controlled_object_binding,occlusion,1,random,raw,16,0.0,0.0,0.0,0,0,16,0.0,1.0,0.0
A_controlled_object_binding,occlusion,2,random,raw,16,0.1740520767702255,0.011666873021964674,0.3364372805184863,6,0,10,0.375,0.03125,0.5252049795720622
A_controlled_object_binding,occlusion,4,random,raw,16,0.2445555644617487,0.060840377143138336,0.42827075178035906,11,1,4,0.6875,0.00634765625,0.6522717491964141
A_controlled_object_binding,occlusion,8,random,raw,16,0.41500527502912565,0.23542832548689283,0.5945822245713585,13,0,3,0.8125,0.000244140625,1.132398034840475
A_controlled_object_binding,occlusion,16,random,raw,16,0.5191527519478154,0.3553668443341972,0.6829386595614336,15,0,1,0.9375,6.103515625e-05,1.5531546771077538
A_controlled_object_binding,occlusion,32,random,raw,16,0.42449598928834886,0.21918223389695132,0.6298097446797464,12,1,3,0.75,0.00341796875,1.0130983886333709
A_controlled_object_binding,occlusion,64,random,raw,16,0.5163189150355133,0.345918493252563,0.6867193368184636,15,0,1,0.9375,6.103515625e-05,1.4847162097383702
A_controlled_object_binding,raw,1,random,raw,16,0.0,0.0,0.0,0,0,16,0.0,1.0,0.0
A_controlled_object_binding,raw,2,random,raw,16,0.15085761905611916,0.009240963420016485,0.29247427469222187,5,3,8,0.3125,0.7265625,0.5219741491950168
A_controlled_object_binding,raw,4,random,raw,16,0.10356024782392496,-0.0756827277498651,0.282803223397715,8,4,4,0.5,0.3876953125,0.2831046587531846
A_controlled_object_binding,raw,8,random,raw,16,0.34920341223693185,0.17118961397360222,0.5272172105002615,12,2,2,0.75,0.012939453125,0.9612157802676622
A_controlled_object_binding,raw,16,random,raw,16,0.32237205173572175,0.17634897208607628,0.46839513138536726,13,0,3,0.8125,0.000244140625,1.0817625934852495
A_controlled_object_binding,raw,32,random,raw,16,0.518758473033522,0.33858473977069325,0.6989322062963507,14,0,2,0.875,0.0001220703125,1.4108141468968913
A_controlled_object_binding,raw,64,random,raw,16,0.4505952575667259,0.2762235799424003,0.6249669351910515,11,0,5,0.6875,0.0009765625,1.2662129493493746
A_controlled_object_binding,swap,1,random,raw,16,0.0,0.0,0.0,0,0,16,0.0,1.0,0.0
A_controlled_object_binding,swap,2,random,raw,16,0.1930779953905195,0.049787355156022284,0.33636863562501673,7,1,8,0.4375,0.0703125,0.6602539955612371
A_controlled_object_binding,swap,4,random,raw,16,0.37744662538768486,0.199288742452895,0.5556045083224748,10,1,5,0.625,0.01171875,1.0381176706486872
A_controlled_object_binding,swap,8,random,raw,16,0.38891253797376846,0.21796390447430178,0.5598611714732351,14,1,1,0.875,0.0009765625,1.1147626026957453
A_controlled_object_binding,swap,16,random,raw,16,0.5475099141464155,0.39176954166640676,0.7032502866264242,16,0,0,1.0,3.0517578125e-05,1.7226095819578238
A_controlled_object_binding,swap,32,random,raw,16,0.4013010943927554,0.25620895997466764,0.5463932288108432,14,1,1,0.875,0.0009765625,1.3552597943444171
A_controlled_object_binding,swap,64,random,raw,16,0.5747372895890888,0.44699709153315614,0.7024774876450214,15,1,0,0.9375,0.000518798828125,2.2046409523754003
A_controlled_object_binding,good,1,targeted_probe,raw,16,0.0,0.0,0.0,0,0,16,0.0,1.0,0.0
A_controlled_object_binding,good,2,targeted_probe,raw,16,0.005822685009407649,-0.005589777609031343,0.017235147627846642,1,0,15,0.0625,1.0,0.25
A_controlled_object_binding,good,4,targeted_probe,raw,16,0.20822876749397753,0.04907444745013398,0.3673830875378211,7,1,8,0.4375,0.0703125,0.6410890765889444
A_controlled_object_binding,good,8,targeted_probe,raw,16,0.0778926284578332,-0.038293259710574734,0.19407851662624112,4,4,8,0.25,1.0,0.3285027858892449
A_controlled_object_binding,good,16,targeted_probe,raw,16,0.09378576320148103,-0.012005104483741397,0.19957663088670347,5,2,9,0.3125,0.453125,0.43439500000570475
A_controlled_object_binding,good,32,targeted_probe,raw,16,0.028114522100872143,-0.016185498423880392,0.07241454262562468,3,1,12,0.1875,0.625,0.3109731252095014
A_controlled_object_binding,good,64,targeted_probe,raw,16,0.15178196483637896,0.016743479545521273,0.28682045012723667,7,0,9,0.4375,0.015625,0.5507553095670042
A_controlled_object_binding,hidden_property,1,targeted_probe,raw,16,0.0,0.0,0.0,0,0,16,0.0,1.0,0.0
A_controlled_object_binding,hidden_property,2,targeted_probe,raw,16,0.05088793892730637,-0.017606103439985442,0.11938198129459818,2,0,14,0.125,0.5,0.3640475757098468
A_controlled_object_binding,hidden_property,4,targeted_probe,raw,16,0.27489706673586767,0.14599047043972183,0.40380366303201354,13,0,3,0.8125,0.000244140625,1.0449392550178018
A_controlled_object_binding,hidden_property,8,targeted_probe,raw,16,0.3729009875937267,0.19597547751339814,0.5498264976740552,12,1,3,0.75,0.00341796875,1.0327594016146457
A_controlled_object_binding,hidden_property,16,targeted_probe,raw,16,0.5075671178226326,0.34582696371863547,0.6693072719266298,14,1,1,0.875,0.0009765625,1.5377003262478253
A_controlled_object_binding,hidden_property,32,targeted_probe,raw,16,0.79638404697236,0.7359677261016181,0.8568003678431019,16,0,0,1.0,3.0517578125e-05,6.458986204263132
A_controlled_object_binding,hidden_property,64,targeted_probe,raw,16,0.7747901941902325,0.7150164710747176,0.8345639173057475,16,0,0,1.0,3.0517578125e-05,6.351406192643071
A_controlled_object_binding,merge_split,1,targeted_probe,raw,16,0.0,0.0,0.0,0,0,16,0.0,1.0,0.0
A_controlled_object_binding,merge_split,2,targeted_probe,raw,16,0.13382174189185692,0.05569558399158531,0.21194789979212852,7,0,9,0.4375,0.015625,0.8393175255170447
A_controlled_object_binding,merge_split,4,targeted_probe,raw,16,0.31773668003320116,0.14180168697919213,0.49367167308721016,10,1,5,0.625,0.01171875,0.8849346597494343
A_controlled_object_binding,merge_split,8,targeted_probe,raw,16,0.46303757897364567,0.34568468403338715,0.5803904739139042,14,0,2,0.875,0.0001220703125,1.9333857406124468
A_controlled_object_binding,merge_split,16,targeted_probe,raw,16,0.4467357677780691,0.2644078758312379,0.6290636597249003,12,1,3,0.75,0.00341796875,1.2005871612615786
A_controlled_object_binding,merge_split,32,targeted_probe,raw,16,0.45431937084127877,0.27498063159908415,0.6336581100834734,13,1,2,0.8125,0.0018310546875,1.2413184828492967
A_controlled_object_binding,merge_split,64,targeted_probe,raw,16,0.6677585420459526,0.5260904755461695,0.8094266085457358,15,0,1,0.9375,6.103515625e-05,2.309636135275537
A_controlled_object_binding,occlusion,1,targeted_probe,raw,16,0.0,0.0,0.0,0,0,16,0.0,1.0,0.0
A_controlled_object_binding,occlusion,2,targeted_probe,raw,16,0.14717599725095132,0.003979015975521,0.29037297852638166,5,0,11,0.3125,0.0625,0.503615634985036
A_controlled_object_binding,occlusion,4,targeted_probe,raw,16,0.20939384128701422,0.006500308689027262,0.41228737388500114,8,2,6,0.5,0.109375,0.5056986337456818
A_controlled_object_binding,occlusion,8,targeted_probe,raw,16,0.39155060766205124,0.1920406661051876,0.5910605492189149,11,0,5,0.6875,0.0009765625,0.9616553253298502
A_controlled_object_binding,occlusion,16,targeted_probe,raw,16,0.19714807412407503,0.05376704255753312,0.34052910569061695,11,1,4,0.6875,0.00634765625,0.6737471147009034
A_controlled_object_binding,occlusion,32,targeted_probe,raw,16,0.28489686189573343,0.1112863842636038,0.45850733952786304,14,0,2,0.875,0.0001220703125,0.8040958370307143
A_controlled_object_binding,occlusion,64,targeted_probe,raw,16,0.33348271915974503,0.141528718165786,0.525436720153704,14,1,1,0.875,0.0009765625,0.8512796375284598
A_controlled_object_binding,raw,1,targeted_probe,raw,16,0.0,0.0,0.0,0,0,16,0.0,1.0,0.0
A_controlled_object_binding,raw,2,targeted_probe,raw,16,0.13966520683537534,-0.011509895890224692,0.2908403095609754,8,4,4,0.5,0.3876953125,0.45269326837206075
A_controlled_object_binding,raw,4,targeted_probe,raw,16,0.2386455344860376,0.10286159495649921,0.37442947401557597,9,1,6,0.5625,0.021484375,0.8611939843792804
A_controlled_object_binding,raw,8,targeted_probe,raw,16,0.3892418596596642,0.1657294449567153,0.6127542743626131,10,3,3,0.625,0.09228515625,0.8533240155215372
A_controlled_object_binding,raw,16,targeted_probe,raw,16,0.2039948343447855,0.06516906411930085,0.34282060457027014,12,0,4,0.75,0.00048828125,0.720020992259515
A_controlled_object_binding,raw,32,targeted_probe,raw,16,0.5106027615320968,0.31686469325303357,0.7043408298111601,15,0,1,0.9375,6.103515625e-05,1.2914103839950661
A_controlled_object_binding,raw,64,targeted_probe,raw,16,0.39089320975760816,0.21692365446898185,0.5648627650462344,16,0,0,1.0,3.0517578125e-05,1.1009838615926508
A_controlled_object_binding,swap,1,targeted_probe,raw,16,0.0,0.0,0.0,0,0,16,0.0,1.0,0.0
A_controlled_object_binding,swap,2,targeted_probe,raw,16,0.005822685009407649,-0.005589777609031343,0.017235147627846642,1,0,15,0.0625,1.0,0.25
A_controlled_object_binding,swap,4,targeted_probe,raw,16,0.2551661212535871,0.11413926392782209,0.39619297857935215,8,0,8,0.5,0.0078125,0.8865786403042462
A_controlled_object_binding,swap,8,targeted_probe,raw,16,0.2593161138265111,0.10236966238572112,0.4162625652673011,10,1,5,0.625,0.01171875,0.809606681823751
A_controlled_object_binding,swap,16,targeted_probe,raw,16,0.35562944598353186,0.21023471123904341,0.5010241807280202,15,0,1,0.9375,6.103515625e-05,1.1985195257460057
A_controlled_object_binding,swap,32,targeted_probe,raw,16,0.26475927184456727,0.10800733993896022,0.4215112037501743,12,0,4,0.75,0.00048828125,0.8276264389644656
A_controlled_object_binding,swap,64,targeted_probe,raw,16,0.14981300721714014,0.04704550173286125,0.252580512701419,14,1,1,0.875,0.0009765625,0.714315027794739
