experiment,scenario,selector,N,seed,selected_candidate_id,selected_object_score,selected_real_utility,identity_error,swap_rate,merge_split_rate,property_error,property_entropy,occlusion_error,object_real_gap,candidate_mean_score,candidate_mean_real_utility,candidate_best_real_utility,regret,oracle_gap,upper_tail_rank_correlation,suite_variant,n_objects,occlusion_flag,hidden_property_flag,crossing_flag,generator_scenario,target_id,learned_reward_mean,learned_identity_alignment_mean,learned_property_confidence_mean,learned_repair_policy_score_mean,learned_repair_policy_train_candidates,learned_repair_policy_train_mae,learned_repair_policy_train_correlation
AB_learned_repair_policy_transfer,dense_clutter_raw,raw,64,0,43,1.3267175552919794,0.0,1.0,1.0,1.0,1.0,0.7261962104968672,1.0,1.3267175552919794,0.7170152986635703,0.43959592550414317,0.9097935368065719,0.9097935368065719,0.9097935368065719,-0.5029194081009998,dense_clutter_raw,9,1,1,1,raw,0,0.5036767479243871,0.6575097574084443,0.8119188402222269,0.3321383590275352,10240,0.045142743375572,0.984585387941474
AB_learned_repair_policy_transfer,dense_clutter_raw,learned_reward,64,0,5,0.8263868820757039,0.7073361967605853,0.0,0.0,0.0,0.0,0.11321172815408935,0.0,0.11905068531511853,0.7170152986635703,0.43959592550414317,0.9097935368065719,0.2024573400459866,0.2024573400459866,-0.5029194081009998,dense_clutter_raw,9,1,1,1,raw,0,0.5036767479243871,0.6575097574084443,0.8119188402222269,0.3321383590275352,10240,0.045142743375572,0.984585387941474
AB_learned_repair_policy_transfer,dense_clutter_raw,learned_identity_reward,64,0,10,0.7156001136986376,0.10535179534414602,1.0,1.0,0.0,0.0,0.16502931698565004,1.0,0.6102483183544916,0.7170152986635703,0.43959592550414317,0.9097935368065719,0.8044417414624259,0.8044417414624259,-0.5029194081009998,dense_clutter_raw,9,1,1,1,raw,0,0.5036767479243871,0.6575097574084443,0.8119188402222269,0.3321383590275352,10240,0.045142743375572,0.984585387941474
AB_learned_repair_policy_transfer,dense_clutter_raw,pilot_calibrated,64,0,24,0.757829297436682,0.8136830651039448,0.0,0.0,0.0,0.0,0.11293268328121851,0.0,-0.0558537676672628,0.7170152986635703,0.43959592550414317,0.9097935368065719,0.0961104717026271,0.0961104717026271,-0.5029194081009998,dense_clutter_raw,9,1,1,1,raw,0,0.5036767479243871,0.6575097574084443,0.8119188402222269,0.3321383590275352,10240,0.045142743375572,0.984585387941474
AB_learned_repair_policy_transfer,dense_clutter_raw,learned_repair_policy,64,0,4,0.6863845013588953,0.8500758187222308,0.0,0.0,0.0,0.0,0.12295307992756435,0.0,-0.16369131736333553,0.7170152986635703,0.43959592550414317,0.9097935368065719,0.05971771808434112,0.05971771808434112,-0.5029194081009998,dense_clutter_raw,9,1,1,1,raw,0,0.5036767479243871,0.6575097574084443,0.8119188402222269,0.3321383590275352,10240,0.045142743375572,0.984585387941474
AB_learned_repair_policy_transfer,dense_clutter_raw,observable_repair,64,0,4,1.2269322155847735,0.8500758187222308,0.0,0.0,0.0,0.0,0.12295307992756435,0.0,0.3768563968625427,0.7170152986635703,0.43959592550414317,0.9097935368065719,0.05971771808434112,0.05971771808434112,-0.5029194081009998,dense_clutter_raw,9,1,1,1,raw,0,0.5036767479243871,0.6575097574084443,0.8119188402222269,0.3321383590275352,10240,0.045142743375572,0.984585387941474
AB_learned_repair_policy_transfer,dense_clutter_raw,combined_repair,64,0,4,1.3452459333270144,0.8500758187222308,0.0,0.0,0.0,0.0,0.12295307992756435,0.0,0.49517011460478355,0.7170152986635703,0.43959592550414317,0.9097935368065719,0.05971771808434112,0.05971771808434112,-0.5029194081009998,dense_clutter_raw,9,1,1,1,raw,0,0.5036767479243871,0.6575097574084443,0.8119188402222269,0.3321383590275352,10240,0.045142743375572,0.984585387941474
AB_learned_repair_policy_transfer,dense_clutter_raw,random,64,0,32,0.5626610458124357,0.01974009282106881,1.0,0.0,0.0,0.0,0.21166976734253812,1.0,0.5429209529913669,0.7170152986635703,0.43959592550414317,0.9097935368065719,0.8900534439855031,0.8900534439855031,-0.5029194081009998,dense_clutter_raw,9,1,1,1,raw,0,0.5036767479243871,0.6575097574084443,0.8119188402222269,0.3321383590275352,10240,0.045142743375572,0.984585387941474
AB_learned_repair_policy_transfer,dense_clutter_raw,oracle,64,0,62,0.9097935368065719,0.9097935368065719,0.0,0.0,0.0,0.0,0.17225979181151194,0.0,0.0,0.7170152986635703,0.43959592550414317,0.9097935368065719,0.0,0.0,-0.5029194081009998,dense_clutter_raw,9,1,1,1,raw,0,0.5036767479243871,0.6575097574084443,0.8119188402222269,0.3321383590275352,10240,0.045142743375572,0.984585387941474
AB_learned_repair_policy_transfer,retarget_green_hidden,raw,64,0,42,1.0885700218454495,0.0,1.0,0.0,1.0,0.0,0.18500446600443407,1.0,1.0885700218454495,0.6816502314870524,0.49921369838639884,0.9092265665921802,0.9092265665921802,0.9092265665921802,-0.3895578562019007,retarget_green_hidden,7,1,1,1,raw,2,0.6546092696310548,0.5078910271223696,0.9190480426150734,0.35971861775766417,10240,0.045142743375572,0.984585387941474
