split_seed,repair_tier,selector,repair_budget,N,n_conditions,split_gap_closure_mean,split_gap_closure_median,split_gap_closure_ci_low,split_gap_closure_ci_high,split_gap_closure_min_condition,uses_real_utility_features,uses_hidden_features,hyperparameter_source,final_test,n_split_seeds,mean_gap_closure_across_splits,median_gap_closure_across_splits,gap_closure_ci_low_across_splits,gap_closure_ci_high_across_splits,min_split_gap_closure,worst_quartile_gap_closure
0,deployable_no_leak,pilot_calibrated,0,32,21,0.5263199498023832,0.663174023961193,0.3384390561149217,0.7142008434898446,-0.6048630720180266,False,False,pilot_train_dev,1,5,0.7531663198470004,0.8857118606006767,0.5766893757990447,0.9296432638949562,0.5263199498023832,0.5399902438696984
0,deployable_no_leak,pilot_calibrated,0,64,21,0.6611125104412084,0.7826364696280395,0.5296703162563892,0.7925547046260277,0.0,False,False,pilot_train_dev,1,5,0.660121098318488,0.6611125104412084,0.5225032407066291,0.7977389559303468,0.4815133841228799,0.5859487212290798
0,deployable_no_leak,pilot_calibrated,8,32,21,0.8259980217060132,0.8233635275620411,0.7752143664748995,0.8767816769371269,0.5270325370312594,False,False,pilot_train_dev,1,5,0.8726400103044736,0.8648262677357983,0.8436079774584472,0.9016720431505,0.8259980217060132,0.8630689667494027
0,deployable_no_leak,pilot_calibrated,8,64,21,0.9283704510657786,0.9268889298017563,0.9105386978274368,0.9462022043041205,0.8515954356890394,False,False,pilot_train_dev,1,5,0.8806371206673964,0.8750918975903249,0.8540732510191476,0.9072009903156453,0.8532316756442944,0.8573692184516324
0,deployable_no_leak,pilot_calibrated,32,32,21,0.8764123102992288,0.898775814234295,0.8216930590937924,0.9311315615046653,0.4458346495470256,False,False,pilot_train_dev,1,5,0.8982415672761406,0.8952403198209987,0.8753076109005886,0.9211755236516925,0.8764123102992288,0.8781087164788572
0,deployable_no_leak,pilot_calibrated,32,64,21,0.9159541129833432,0.9075390396794746,0.8979789094660734,0.933929316500613,0.8370184363031681,False,False,pilot_train_dev,1,5,0.6839114807061593,0.8455930669148094,0.42827938541173727,0.9395435760005812,0.2911876548132056,0.4532005308725547
0,deployable_no_leak,pilot_calibrated,128,32,21,0.8959845929817111,0.9248395200984577,0.8397165632545894,0.9522526227088327,0.4458346495470256,False,False,pilot_train_dev,1,5,0.8299050693029864,0.9120901767384598,0.6678541808004417,0.991955957805531,0.49968936204280723,0.8959845929817111
0,deployable_no_leak,pilot_calibrated,128,64,21,0.9188155250513972,0.9107302713986518,0.9001611939127143,0.93746985619008,0.838656554826161,False,False,pilot_train_dev,1,5,0.8019874400401861,0.9029987605715432,0.6047837305705309,0.9991911495098412,0.40023287593070545,0.8818437310854179
0,deployable_no_leak,raw,0,32,21,0.0,0.0,0.0,0.0,0.0,False,False,none,1,5,0.0,0.0,0.0,0.0,0.0,0.0
0,deployable_no_leak,raw,0,64,21,0.0,0.0,0.0,0.0,0.0,False,False,none,1,5,0.0,0.0,0.0,0.0,0.0,0.0
0,deployable_no_leak,raw,8,32,21,0.0,0.0,0.0,0.0,0.0,False,False,none,1,5,0.0,0.0,0.0,0.0,0.0,0.0
0,deployable_no_leak,raw,8,64,21,0.0,0.0,0.0,0.0,0.0,False,False,none,1,5,0.0,0.0,0.0,0.0,0.0,0.0
0,deployable_no_leak,raw,32,32,21,0.0,0.0,0.0,0.0,0.0,False,False,none,1,5,0.0,0.0,0.0,0.0,0.0,0.0
