evaluation_split,trajectory_mse,final_state_error,denoising_proxy_loss,baseline_trajectory_mse,sample_diversity,rank_correlation,selected_tail_calibration_error,repair_gap_closure,repair_tier,final_test
heldout_final_test,0.00027582489851947376,0.016607976954447937,0.00027582489851947376,0.03922277193173474,0.022743287439515866,0.953061460933608,0.0745825895140827,0.7975762633078538,deployable_no_leak,1
