split_seed,N,repair_budget,selector,repair_tier,config_id,ridge,uncertainty_penalty,conformal_confidence,gate_threshold,feature_set,dev_gap_closure_mean,selected,hyperparameter_source,final_test
0,32,0,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.4742833589533931,1,dev_condition_grid,0
0,32,0,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.4742833589533931,0,dev_condition_grid,0
0,32,0,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.4742833589533931,0,dev_condition_grid,0
0,32,0,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.9051511325480432,1,dev_condition_grid,0
0,32,8,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.8796130361124944,0,dev_condition_grid,0
0,32,8,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.8870459790181694,0,dev_condition_grid,0
0,32,8,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.8887455689056508,1,dev_condition_grid,0
0,32,8,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.9051511325480432,1,dev_condition_grid,0
0,32,32,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.9056497378847869,1,dev_condition_grid,0
0,32,32,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.8975796349102757,0,dev_condition_grid,0
0,32,32,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.8855800150152149,0,dev_condition_grid,0
0,32,32,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.9051511325480432,1,dev_condition_grid,0
0,32,128,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.9202874373932605,0,dev_condition_grid,0
0,32,128,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.924948986513977,1,dev_condition_grid,0
0,32,128,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.922587945717145,0,dev_condition_grid,0
0,32,128,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.9051511325480432,1,dev_condition_grid,0
0,64,0,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.44476102043632043,1,dev_condition_grid,0
0,64,0,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.44476102043632043,0,dev_condition_grid,0
0,64,0,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.44476102043632043,0,dev_condition_grid,0
0,64,0,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.9143451694890049,1,dev_condition_grid,0
0,64,8,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.9176825453527715,0,dev_condition_grid,0
0,64,8,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.9393159614041703,1,dev_condition_grid,0
0,64,8,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.9343404639544431,0,dev_condition_grid,0
0,64,8,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.9143451694890049,1,dev_condition_grid,0
0,64,32,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.9272332909824884,1,dev_condition_grid,0
0,64,32,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.92414681528372,0,dev_condition_grid,0
0,64,32,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.92414681528372,0,dev_condition_grid,0
0,64,32,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.9143451694890049,1,dev_condition_grid,0
0,64,128,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.919645809965565,1,dev_condition_grid,0
0,64,128,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.9004462797471523,0,dev_condition_grid,0
0,64,128,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.8902170286775988,0,dev_condition_grid,0
0,64,128,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.9143451694890049,1,dev_condition_grid,0
1,32,0,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.5351481009297946,0,dev_condition_grid,0
1,32,0,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.8899583839497152,1,dev_condition_grid,0
1,32,0,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.8899583839497152,0,dev_condition_grid,0
1,32,0,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.8809745915143101,1,dev_condition_grid,0
1,32,8,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.8847949450018442,0,dev_condition_grid,0
1,32,8,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.89058325308616,1,dev_condition_grid,0
1,32,8,pilot_calibrated,deployable_no_leak,ridge_lcb_strong_penalty,0.005,0.32,0.9,0.0,pilot_observable_v1,0.89058325308616,0,dev_condition_grid,0
1,32,8,observable_repair,support_covered,support_observable_repair,,,,,support_probe_proxy,0.8809745915143101,1,dev_condition_grid,0
1,32,32,pilot_calibrated,deployable_no_leak,ridge_lcb_no_penalty,0.002,0.0,0.9,0.0,pilot_observable_v1,0.9305444261941521,0,dev_condition_grid,0
1,32,32,pilot_calibrated,deployable_no_leak,ridge_lcb_mild_penalty,0.002,0.18,0.9,0.0,pilot_observable_v1,0.9305444261941521,0,dev_condition_grid,0
