experiment,scenario,selector,N,seed,selected_candidate_id,selected_object_score,selected_real_utility,identity_error,swap_rate,merge_split_rate,property_error,property_entropy,occlusion_error,object_real_gap,candidate_mean_score,candidate_mean_real_utility,candidate_best_real_utility,regret,oracle_gap,upper_tail_rank_correlation,repair_tier,uses_real_utility_features,uses_hidden_features,hyperparameter_source,split_seed,final_test,n_objects,occlusion_flag,hidden_property_flag,crossing_flag,generator_scenario
P_domain_randomized_stress,domain_randomized,raw,64,0,41,1.2000751860741685,0.0,1.0,1.0,0.0,1.0,0.7077008262078636,1.0,1.2000751860741685,0.7220884725560087,0.39847628118753875,0.9137349878232954,0.9137349878232954,0.9137349878232954,-0.43244049850564464,deployable_no_leak,False,False,none,-1,0,6,1,1,1,raw
P_domain_randomized_stress,domain_randomized,observable_repair,64,0,25,1.1990573276694156,0.9137349878232954,0.0,0.0,0.0,0.0,0.2108554911391023,0.0,0.2853223398461202,0.7220884725560087,0.39847628118753875,0.9137349878232954,0.0,0.0,-0.43244049850564464,support_covered,False,True,fixed_predeclared,-1,0,6,1,1,1,raw
P_domain_randomized_stress,domain_randomized,combined_repair,64,0,25,1.3172182669917356,0.9137349878232954,0.0,0.0,0.0,0.0,0.2108554911391023,0.0,0.4034832791684402,0.7220884725560087,0.39847628118753875,0.9137349878232954,0.0,0.0,-0.43244049850564464,oracle_upper_bound,False,True,fixed_predeclared,-1,0,6,1,1,1,raw
P_domain_randomized_stress,domain_randomized,random,64,0,32,0.24442006054237778,0.7117222191468943,0.0,0.0,0.0,0.0,0.16309922421021184,0.0,-0.4673021586045165,0.7220884725560087,0.39847628118753875,0.9137349878232954,0.20201276867640117,0.20201276867640117,-0.43244049850564464,deployable_no_leak,False,False,none,-1,0,6,1,1,1,raw
P_domain_randomized_stress,domain_randomized,oracle,64,0,25,0.9137349878232954,0.9137349878232954,0.0,0.0,0.0,0.0,0.2108554911391023,0.0,0.0,0.7220884725560087,0.39847628118753875,0.9137349878232954,0.0,0.0,-0.43244049850564464,oracle_upper_bound,True,True,eval_oracle,-1,0,6,1,1,1,raw
P_domain_randomized_stress,domain_randomized,raw,64,1,46,1.0125113467358307,0.11321355654194903,1.0,1.0,0.0,0.0,0.15362763692151682,1.0,0.8992977901938817,0.6455965924176129,0.5091931025190888,0.9260944139042406,0.8128808573622917,0.8128808573622917,-0.4629178193190007,deployable_no_leak,False,False,none,-1,0,5,1,0,1,occlusion
P_domain_randomized_stress,domain_randomized,observable_repair,64,1,5,1.1959819548988868,0.8276956296573202,0.0,0.0,0.0,0.0,0.15994786940262035,0.0,0.36828632524156657,0.6455965924176129,0.5091931025190888,0.9260944139042406,0.09839878424692039,0.09839878424692039,-0.4629178193190007,support_covered,False,True,fixed_predeclared,-1,0,5,1,0,1,occlusion
P_domain_randomized_stress,domain_randomized,combined_repair,64,1,5,1.2105165383134062,0.8276956296573202,0.0,0.0,0.0,0.0,0.15994786940262035,0.0,0.382820908656086,0.6455965924176129,0.5091931025190888,0.9260944139042406,0.09839878424692039,0.09839878424692039,-0.4629178193190007,oracle_upper_bound,False,True,fixed_predeclared,-1,0,5,1,0,1,occlusion
P_domain_randomized_stress,domain_randomized,random,64,1,11,0.6008278169046437,0.6916184618362706,0.0,0.0,0.0,1.0,0.7307276621949327,0.0,-0.09079064493162692,0.6455965924176129,0.5091931025190888,0.9260944139042406,0.23447595206797,0.23447595206797,-0.4629178193190007,deployable_no_leak,False,False,none,-1,0,5,1,0,1,occlusion
P_domain_randomized_stress,domain_randomized,oracle,64,1,26,0.9260944139042406,0.9260944139042406,0.0,0.0,0.0,0.0,0.2181240402355509,0.0,0.0,0.6455965924176129,0.5091931025190888,0.9260944139042406,0.0,0.0,-0.4629178193190007,oracle_upper_bound,True,True,eval_oracle,-1,0,5,1,0,1,occlusion
P_domain_randomized_stress,domain_randomized,raw,64,2,53,1.1534934841277071,0.0,1.0,1.0,1.0,0.0,0.18251050675644795,0.0,1.1534934841277071,0.5624106179455384,0.6889390618436084,0.9183165643902174,0.9183165643902174,0.9183165643902174,-0.7243717267408513,deployable_no_leak,False,False,none,-1,0,6,0,1,0,hidden_property
P_domain_randomized_stress,domain_randomized,observable_repair,64,2,63,1.209979731485537,0.9183165643902174,0.0,0.0,0.0,0.0,0.17314644285139982,0.0,0.2916631670953196,0.5624106179455384,0.6889390618436084,0.9183165643902174,0.0,0.0,-0.7243717267408513,support_covered,False,True,fixed_predeclared,-1,0,6,0,1,0,hidden_property
P_domain_randomized_stress,domain_randomized,combined_repair,64,2,19,1.3294808640983782,0.8429204558692833,0.0,0.0,0.0,0.0,0.19556314076817147,0.0,0.48656040822909485,0.5624106179455384,0.6889390618436084,0.9183165643902174,0.07539610852093404,0.07539610852093404,-0.7243717267408513,oracle_upper_bound,False,True,fixed_predeclared,-1,0,6,0,1,0,hidden_property
P_domain_randomized_stress,domain_randomized,random,64,2,60,0.8022913167772892,0.01905202320695762,1.0,0.0,0.0,1.0,0.8146529352569953,0.0,0.7832392935703315,0.5624106179455384,0.6889390618436084,0.9183165643902174,0.8992645411832597,0.8992645411832597,-0.7243717267408513,deployable_no_leak,False,False,none,-1,0,6,0,1,0,hidden_property
P_domain_randomized_stress,domain_randomized,oracle,64,2,63,0.9183165643902174,0.9183165643902174,0.0,0.0,0.0,0.0,0.17314644285139982,0.0,0.0,0.5624106179455384,0.6889390618436084,0.9183165643902174,0.0,0.0,-0.7243717267408513,oracle_upper_bound,True,True,eval_oracle,-1,0,6,0,1,0,hidden_property
P_domain_randomized_stress,domain_randomized,raw,64,3,43,1.2411845286658592,0.0,1.0,0.0,1.0,1.0,0.6461532888556771,0.0,1.2411845286658592,0.6058928760699487,0.7021760742792519,0.9179235717927742,0.9179235717927742,0.9179235717927742,-0.8511384228334364,deployable_no_leak,False,False,none,-1,0,8,0,1,0,hidden_property
P_domain_randomized_stress,domain_randomized,observable_repair,64,3,47,1.2226755547321093,0.8141012162618568,0.0,0.0,0.0,0.0,0.10542374523527018,0.0,0.4085743384702525,0.6058928760699487,0.7021760742792519,0.9179235717927742,0.10382235553091734,0.10382235553091734,-0.8511384228334364,support_covered,False,True,fixed_predeclared,-1,0,8,0,1,0,hidden_property
P_domain_randomized_stress,domain_randomized,combined_repair,64,3,1,1.338863425348114,0.872445278687532,0.0,0.0,0.0,0.0,0.11553915313831037,0.0,0.466418146660582,0.6058928760699487,0.7021760742792519,0.9179235717927742,0.04547829310524221,0.04547829310524221,-0.8511384228334364,oracle_upper_bound,False,True,fixed_predeclared,-1,0,8,0,1,0,hidden_property
P_domain_randomized_stress,domain_randomized,random,64,3,50,0.4011061814495202,0.7832942742260123,0.0,0.0,0.0,0.0,0.16100312468894495,0.0,-0.38218809277649207,0.6058928760699487,0.7021760742792519,0.9179235717927742,0.1346292975667619,0.1346292975667619,-0.8511384228334364,deployable_no_leak,False,False,none,-1,0,8,0,1,0,hidden_property
P_domain_randomized_stress,domain_randomized,oracle,64,3,25,0.9179235717927742,0.9179235717927742,0.0,0.0,0.0,0.0,0.18729193924549528,0.0,0.0,0.6058928760699487,0.7021760742792519,0.9179235717927742,0.0,0.0,-0.8511384228334364,oracle_upper_bound,True,True,eval_oracle,-1,0,8,0,1,0,hidden_property
P_domain_randomized_stress,domain_randomized,raw,64,4,62,1.3233084821950816,0.0,1.0,1.0,1.0,1.0,0.7395796578022703,1.0,1.3233084821950816,0.7600822585064317,0.39956100520496995,0.8951900780480296,0.8951900780480296,0.8951900780480296,-0.4473078874277289,deployable_no_leak,False,False,none,-1,0,9,1,1,0,raw
P_domain_randomized_stress,domain_randomized,observable_repair,64,4,46,1.2133103971010826,0.891306183916778,0.0,0.0,0.0,0.0,0.19824982342088746,0.0,0.3220042131843046,0.7600822585064317,0.39956100520496995,0.8951900780480296,0.003883894131251675,0.003883894131251675,-0.4473078874277289,support_covered,False,True,fixed_predeclared,-1,0,9,1,1,0,raw
