experiment,scenario,selector,N,seed,selected_candidate_id,selected_object_score,selected_real_utility,identity_error,swap_rate,merge_split_rate,property_error,property_entropy,occlusion_error,object_real_gap,candidate_mean_score,candidate_mean_real_utility,candidate_best_real_utility,regret,oracle_gap,upper_tail_rank_correlation,repair_tier,uses_real_utility_features,uses_hidden_features,hyperparameter_source,split_seed,final_test,n_objects,occlusion_flag,hidden_property_flag,crossing_flag
U_extreme_object_count,extreme10_good,observable_repair,64,1,30,1.199916206788546,0.8723650993024835,0.0,0.0,0.0,0.0,0.1845163609317962,0.0,0.32755110748606253,0.5272242615805647,0.8163049193953398,0.9272894596605349,0.05492436035805137,0.05492436035805137,-0.2699269075988055,support_covered,False,True,fixed_predeclared,-1,0,10,0,0,0
U_extreme_object_count,extreme10_good,combined_repair,64,1,27,1.201023684577934,0.8576137955430909,0.0,0.0,0.0,0.0,0.13666276423999865,0.0,0.34340988903484315,0.5272242615805647,0.8163049193953398,0.9272894596605349,0.06967566411744397,0.06967566411744397,-0.2699269075988055,oracle_upper_bound,False,True,fixed_predeclared,-1,0,10,0,0,0
U_extreme_object_count,extreme10_good,random,64,1,42,0.5268433205618354,0.8722580907550376,0.0,0.0,0.0,0.0,0.196450668318547,0.0,-0.3454147701932022,0.5272242615805647,0.8163049193953398,0.9272894596605349,0.05503136890549731,0.05503136890549731,-0.2699269075988055,deployable_no_leak,False,False,none,-1,0,10,0,0,0
U_extreme_object_count,extreme10_good,oracle,64,1,0,0.9272894596605349,0.9272894596605349,0.0,0.0,0.0,0.0,0.18287562072455427,0.0,0.0,0.5272242615805647,0.8163049193953398,0.9272894596605349,0.0,0.0,-0.2699269075988055,oracle_upper_bound,True,True,eval_oracle,-1,0,10,0,0,0
U_extreme_object_count,extreme10_raw,raw,64,1,55,1.1094215710982538,0.0,1.0,1.0,1.0,0.0,0.1698634132654175,1.0,1.1094215710982538,0.7014657527236605,0.4815530151558779,0.9015545671957528,0.9015545671957528,0.9015545671957528,-0.4362918206142974,deployable_no_leak,False,False,none,-1,0,10,1,1,1
U_extreme_object_count,extreme10_raw,observable_repair,64,1,59,1.1950559690946063,0.8668416568733716,0.0,0.0,0.0,0.0,0.17852472441702502,0.0,0.32821431222123476,0.7014657527236605,0.4815530151558779,0.9015545671957528,0.03471291032238122,0.03471291032238122,-0.4362918206142974,support_covered,False,True,fixed_predeclared,-1,0,10,1,1,1
U_extreme_object_count,extreme10_raw,combined_repair,64,1,19,1.3138064824423403,0.9015545671957528,0.0,0.0,0.0,0.0,0.24021129437787483,0.0,0.41225191524658755,0.7014657527236605,0.4815530151558779,0.9015545671957528,0.0,0.0,-0.4362918206142974,oracle_upper_bound,False,True,fixed_predeclared,-1,0,10,1,1,1
U_extreme_object_count,extreme10_raw,random,64,1,42,0.43541932290352453,0.8270321003689336,0.0,0.0,0.0,0.0,0.11548904760523004,0.0,-0.39161277746540907,0.7014657527236605,0.4815530151558779,0.9015545671957528,0.07452246682681918,0.07452246682681918,-0.4362918206142974,deployable_no_leak,False,False,none,-1,0,10,1,1,1
U_extreme_object_count,extreme10_raw,oracle,64,1,19,0.9015545671957528,0.9015545671957528,0.0,0.0,0.0,0.0,0.24021129437787483,0.0,0.0,0.7014657527236605,0.4815530151558779,0.9015545671957528,0.0,0.0,-0.4362918206142974,oracle_upper_bound,True,True,eval_oracle,-1,0,10,1,1,1
U_extreme_object_count,extreme12_occlusion,raw,64,1,34,1.1342243972118913,0.0,1.0,1.0,1.0,0.0,0.1664575234730233,1.0,1.1342243972118913,0.6553481113083154,0.43539845109653497,0.9202671661305695,0.9202671661305695,0.9202671661305695,-0.5095732749591917,deployable_no_leak,False,False,none,-1,0,12,1,1,1
U_extreme_object_count,extreme12_occlusion,observable_repair,64,1,52,1.181750218947366,0.8015234092698024,0.0,0.0,0.0,0.0,0.12279265787414156,0.0,0.3802268096775637,0.6553481113083154,0.43539845109653497,0.9202671661305695,0.1187437568607671,0.1187437568607671,-0.5095732749591917,support_covered,False,True,fixed_predeclared,-1,0,12,1,1,1
U_extreme_object_count,extreme12_occlusion,combined_repair,64,1,52,1.2880532278791614,0.8015234092698024,0.0,0.0,0.0,0.0,0.12279265787414156,0.0,0.48652981860935907,0.6553481113083154,0.43539845109653497,0.9202671661305695,0.1187437568607671,0.1187437568607671,-0.5095732749591917,oracle_upper_bound,False,True,fixed_predeclared,-1,0,12,1,1,1
U_extreme_object_count,extreme12_occlusion,random,64,1,3,0.602383262692752,0.49247834756521863,0.0,0.0,1.0,0.0,0.14245134846353047,0.0,0.10990491512753336,0.6553481113083154,0.43539845109653497,0.9202671661305695,0.42778881856535084,0.42778881856535084,-0.5095732749591917,deployable_no_leak,False,False,none,-1,0,12,1,1,1
U_extreme_object_count,extreme12_occlusion,oracle,64,1,60,0.9202671661305695,0.9202671661305695,0.0,0.0,0.0,0.0,0.18235233659362388,0.0,0.0,0.6553481113083154,0.43539845109653497,0.9202671661305695,0.0,0.0,-0.5095732749591917,oracle_upper_bound,True,True,eval_oracle,-1,0,12,1,1,1
U_extreme_object_count,extreme12_hidden,raw,64,1,9,1.0889741627212173,0.16157245692634245,1.0,1.0,0.0,1.0,0.7362095018080146,0.0,0.9274017057948748,0.6044007931526352,0.6509162424520057,0.903454229378308,0.7418817724519655,0.7418817724519655,-0.6489796348107704,deployable_no_leak,False,False,none,-1,0,12,0,1,0
U_extreme_object_count,extreme12_hidden,observable_repair,64,1,14,1.1873913845299555,0.8407173577758214,0.0,0.0,0.0,0.0,0.22883307177815404,0.0,0.34667402675413417,0.6044007931526352,0.6509162424520057,0.903454229378308,0.06273687160248664,0.06273687160248664,-0.6489796348107704,support_covered,False,True,fixed_predeclared,-1,0,12,0,1,0
U_extreme_object_count,extreme12_hidden,combined_repair,64,1,14,1.3039470006048148,0.8407173577758214,0.0,0.0,0.0,0.0,0.22883307177815404,0.0,0.4632296428289935,0.6044007931526352,0.6509162424520057,0.903454229378308,0.06273687160248664,0.06273687160248664,-0.6489796348107704,oracle_upper_bound,False,True,fixed_predeclared,-1,0,12,0,1,0
U_extreme_object_count,extreme12_hidden,random,64,1,3,0.6426639159272091,0.729410820088637,0.0,0.0,0.0,1.0,0.7294633372499421,0.0,-0.08674690416142794,0.6044007931526352,0.6509162424520057,0.903454229378308,0.174043409289671,0.174043409289671,-0.6489796348107704,deployable_no_leak,False,False,none,-1,0,12,0,1,0
U_extreme_object_count,extreme12_hidden,oracle,64,1,30,0.903454229378308,0.903454229378308,0.0,0.0,0.0,0.0,0.1607372074770147,0.0,0.0,0.6044007931526352,0.6509162424520057,0.903454229378308,0.0,0.0,-0.6489796348107704,oracle_upper_bound,True,True,eval_oracle,-1,0,12,0,1,0
U_extreme_object_count,extreme10_good,raw,64,2,53,0.8041044889079415,0.7903982613104168,0.0,0.0,0.0,0.0,0.19930229908953018,0.0,0.013706227597524712,0.5107712994477429,0.831373800600173,0.9316362575756175,0.14123799626520073,0.14123799626520073,-0.733653759413921,deployable_no_leak,False,False,none,-1,0,10,0,0,0
U_extreme_object_count,extreme10_good,observable_repair,64,2,32,1.1933663956580751,0.9118566551993792,0.0,0.0,0.0,0.0,0.14922866425027245,0.0,0.2815097404586959,0.5107712994477429,0.831373800600173,0.9316362575756175,0.019779602376238326,0.019779602376238326,-0.733653759413921,support_covered,False,True,fixed_predeclared,-1,0,10,0,0,0
U_extreme_object_count,extreme10_good,combined_repair,64,2,29,1.1982835685352948,0.8620046295946877,0.0,0.0,0.0,0.0,0.1158467857345816,0.0,0.3362789389406071,0.5107712994477429,0.831373800600173,0.9316362575756175,0.06963162798092981,0.06963162798092981,-0.733653759413921,oracle_upper_bound,False,True,fixed_predeclared,-1,0,10,0,0,0
U_extreme_object_count,extreme10_good,random,64,2,36,0.46290401637576845,0.6472686762478045,0.0,0.0,0.0,1.0,0.7637962326150634,0.0,-0.18436465987203604,0.5107712994477429,0.831373800600173,0.9316362575756175,0.28436758132781303,0.28436758132781303,-0.733653759413921,deployable_no_leak,False,False,none,-1,0,10,0,0,0
U_extreme_object_count,extreme10_good,oracle,64,2,61,0.9316362575756175,0.9316362575756175,0.0,0.0,0.0,0.0,0.18619473483299584,0.0,0.0,0.5107712994477429,0.831373800600173,0.9316362575756175,0.0,0.0,-0.733653759413921,oracle_upper_bound,True,True,eval_oracle,-1,0,10,0,0,0
U_extreme_object_count,extreme10_raw,raw,64,2,61,1.35,0.0,1.0,1.0,1.0,1.0,0.6359757205447556,1.0,1.35,0.7491447196348411,0.37657424030207004,0.8911030366066405,0.8911030366066405,0.8911030366066405,-0.33782751826360213,deployable_no_leak,False,False,none,-1,0,10,1,1,1
U_extreme_object_count,extreme10_raw,observable_repair,64,2,20,1.238199296630452,0.8582242240766672,0.0,0.0,0.0,0.0,0.14022638281225977,0.0,0.3799750725537848,0.7491447196348411,0.37657424030207004,0.8911030366066405,0.03287881252997327,0.03287881252997327,-0.33782751826360213,support_covered,False,True,fixed_predeclared,-1,0,10,1,1,1
U_extreme_object_count,extreme10_raw,combined_repair,64,2,20,1.3610686783754946,0.8582242240766672,0.0,0.0,0.0,0.0,0.14022638281225977,0.0,0.5028444542988274,0.7491447196348411,0.37657424030207004,0.8911030366066405,0.03287881252997327,0.03287881252997327,-0.33782751826360213,oracle_upper_bound,False,True,fixed_predeclared,-1,0,10,1,1,1
U_extreme_object_count,extreme10_raw,random,64,2,36,0.810000187260726,0.11019648192003559,1.0,1.0,0.0,0.0,0.23221923200013073,1.0,0.6998037053406904,0.7491447196348411,0.37657424030207004,0.8911030366066405,0.7809065546866049,0.7809065546866049,-0.33782751826360213,deployable_no_leak,False,False,none,-1,0,10,1,1,1
U_extreme_object_count,extreme10_raw,oracle,64,2,55,0.8911030366066405,0.8911030366066405,0.0,0.0,0.0,0.0,0.21335691297773904,0.0,0.0,0.7491447196348411,0.37657424030207004,0.8911030366066405,0.0,0.0,-0.33782751826360213,oracle_upper_bound,True,True,eval_oracle,-1,0,10,1,1,1
U_extreme_object_count,extreme12_occlusion,raw,64,2,58,1.154874453161789,0.0,1.0,1.0,1.0,0.0,0.18340000550555768,1.0,1.154874453161789,0.6752179551114186,0.4439345822715367,0.8994710177653148,0.8994710177653148,0.8994710177653148,-0.6229116299753342,deployable_no_leak,False,False,none,-1,0,12,1,1,1
U_extreme_object_count,extreme12_occlusion,observable_repair,64,2,47,1.229200621203719,0.8994710177653148,0.0,0.0,0.0,0.0,0.10505383210208655,0.0,0.3297296034384042,0.6752179551114186,0.4439345822715367,0.8994710177653148,0.0,0.0,-0.6229116299753342,support_covered,False,True,fixed_predeclared,-1,0,12,1,1,1
U_extreme_object_count,extreme12_occlusion,combined_repair,64,2,47,1.34762044507939,0.8994710177653148,0.0,0.0,0.0,0.0,0.10505383210208655,0.0,0.44814942731407525,0.6752179551114186,0.4439345822715367,0.8994710177653148,0.0,0.0,-0.6229116299753342,oracle_upper_bound,False,True,fixed_predeclared,-1,0,12,1,1,1
U_extreme_object_count,extreme12_occlusion,random,64,2,46,0.556711963700629,0.8476191333231357,0.0,0.0,0.0,0.0,0.14432082864509416,0.0,-0.2909071696225066,0.6752179551114186,0.4439345822715367,0.8994710177653148,0.05185188444217914,0.05185188444217914,-0.6229116299753342,deployable_no_leak,False,False,none,-1,0,12,1,1,1
U_extreme_object_count,extreme12_occlusion,oracle,64,2,47,0.8994710177653148,0.8994710177653148,0.0,0.0,0.0,0.0,0.10505383210208655,0.0,0.0,0.6752179551114186,0.4439345822715367,0.8994710177653148,0.0,0.0,-0.6229116299753342,oracle_upper_bound,True,True,eval_oracle,-1,0,12,1,1,1
U_extreme_object_count,extreme12_hidden,raw,64,2,24,1.0589574643241093,0.0,1.0,1.0,1.0,0.0,0.1669002865809049,0.0,1.0589574643241093,0.5818703056582744,0.6518823398612745,0.9275742063350461,0.9275742063350461,0.9275742063350461,-0.8396529613087447,deployable_no_leak,False,False,none,-1,0,12,0,1,0
U_extreme_object_count,extreme12_hidden,observable_repair,64,2,20,1.2012938296396614,0.8006129291951225,0.0,0.0,0.0,0.0,0.13905136512151428,0.0,0.40068090044453886,0.5818703056582744,0.6518823398612745,0.9275742063350461,0.12696127713992356,0.12696127713992356,-0.8396529613087447,support_covered,False,True,fixed_predeclared,-1,0,12,0,1,0
U_extreme_object_count,extreme12_hidden,combined_repair,64,2,20,1.313970219268215,0.8006129291951225,0.0,0.0,0.0,0.0,0.13905136512151428,0.0,0.5133572900730925,0.5818703056582744,0.6518823398612745,0.9275742063350461,0.12696127713992356,0.12696127713992356,-0.8396529613087447,oracle_upper_bound,False,True,fixed_predeclared,-1,0,12,0,1,0
U_extreme_object_count,extreme12_hidden,random,64,2,46,0.4259242046105816,0.8065815722248283,0.0,0.0,0.0,0.0,0.14643604722094172,0.0,-0.3806573676142467,0.5818703056582744,0.6518823398612745,0.9275742063350461,0.12099263411021777,0.12099263411021777,-0.8396529613087447,deployable_no_leak,False,False,none,-1,0,12,0,1,0
U_extreme_object_count,extreme12_hidden,oracle,64,2,27,0.9275742063350461,0.9275742063350461,0.0,0.0,0.0,0.0,0.16852324596205617,0.0,0.0,0.5818703056582744,0.6518823398612745,0.9275742063350461,0.0,0.0,-0.8396529613087447,oracle_upper_bound,True,True,eval_oracle,-1,0,12,0,1,0
U_extreme_object_count,extreme10_good,raw,64,3,6,0.7930049905674961,0.18643451764337746,1.0,1.0,0.0,0.0,0.20802527173590313,0.0,0.6065704729241186,0.515715753532211,0.836101149728459,0.9220357005960248,0.7356011829526473,0.7356011829526473,-0.7530052178026071,deployable_no_leak,False,False,none,-1,0,10,0,0,0
U_extreme_object_count,extreme10_good,observable_repair,64,3,8,1.2189235999556474,0.7845403192935697,0.0,0.0,0.0,0.0,0.14444233063933565,0.0,0.43438328066207765,0.515715753532211,0.836101149728459,0.9220357005960248,0.1374953813024551,0.1374953813024551,-0.7530052178026071,support_covered,False,True,fixed_predeclared,-1,0,10,0,0,0
U_extreme_object_count,extreme10_good,combined_repair,64,3,5,1.2061343228324533,0.790656842898814,0.0,0.0,0.0,0.0,0.17853616474440864,0.0,0.41547747993363926,0.515715753532211,0.836101149728459,0.9220357005960248,0.1313788576972108,0.1313788576972108,-0.7530052178026071,oracle_upper_bound,False,True,fixed_predeclared,-1,0,10,0,0,0
U_extreme_object_count,extreme10_good,random,64,3,3,0.30189583699908445,0.8655181489742929,0.0,0.0,0.0,0.0,0.20227988605640124,0.0,-0.5636223119752084,0.515715753532211,0.836101149728459,0.9220357005960248,0.05651755162173189,0.05651755162173189,-0.7530052178026071,deployable_no_leak,False,False,none,-1,0,10,0,0,0
U_extreme_object_count,extreme10_good,oracle,64,3,51,0.9220357005960248,0.9220357005960248,0.0,0.0,0.0,0.0,0.21443088713733313,0.0,0.0,0.515715753532211,0.836101149728459,0.9220357005960248,0.0,0.0,-0.7530052178026071,oracle_upper_bound,True,True,eval_oracle,-1,0,10,0,0,0
U_extreme_object_count,extreme10_raw,raw,64,3,4,1.3453106067493776,0.0,1.0,0.0,1.0,1.0,0.7016811750431329,1.0,1.3453106067493776,0.7261746817291503,0.35991644993666577,0.900205071100725,0.900205071100725,0.900205071100725,-0.49032818641087567,deployable_no_leak,False,False,none,-1,0,10,1,1,1
U_extreme_object_count,extreme10_raw,observable_repair,64,3,30,1.15717394886569,0.8325206373122909,0.0,0.0,0.0,0.0,0.23028782734194078,0.0,0.32465331155339916,0.7261746817291503,0.35991644993666577,0.900205071100725,0.06768443378843414,0.06768443378843414,-0.49032818641087567,support_covered,False,True,fixed_predeclared,-1,0,10,1,1,1
U_extreme_object_count,extreme10_raw,combined_repair,64,3,30,1.2651137259003293,0.8325206373122909,0.0,0.0,0.0,0.0,0.23028782734194078,0.0,0.43259308858803847,0.7261746817291503,0.35991644993666577,0.900205071100725,0.06768443378843414,0.06768443378843414,-0.49032818641087567,oracle_upper_bound,False,True,fixed_predeclared,-1,0,10,1,1,1
U_extreme_object_count,extreme10_raw,random,64,3,3,1.0730400626182048,0.004916046704188909,1.0,1.0,0.0,1.0,0.7123346073894853,1.0,1.068124015914016,0.7261746817291503,0.35991644993666577,0.900205071100725,0.8952890243965361,0.8952890243965361,-0.49032818641087567,deployable_no_leak,False,False,none,-1,0,10,1,1,1
U_extreme_object_count,extreme10_raw,oracle,64,3,15,0.900205071100725,0.900205071100725,0.0,0.0,0.0,0.0,0.16257137154171242,0.0,0.0,0.7261746817291503,0.35991644993666577,0.900205071100725,0.0,0.0,-0.49032818641087567,oracle_upper_bound,True,True,eval_oracle,-1,0,10,1,1,1
U_extreme_object_count,extreme12_occlusion,raw,64,3,14,1.197207272884915,0.0,1.0,1.0,1.0,0.0,0.1165680432750832,1.0,1.197207272884915,0.7285113484394041,0.3518812191618015,0.9153330874356712,0.9153330874356712,0.9153330874356712,-0.3974719050548607,deployable_no_leak,False,False,none,-1,0,12,1,1,1
U_extreme_object_count,extreme12_occlusion,observable_repair,64,3,24,1.2191473937884094,0.9011630113641584,0.0,0.0,0.0,0.0,0.18324792560560266,0.0,0.317984382424251,0.7285113484394041,0.3518812191618015,0.9153330874356712,0.014170076071512772,0.014170076071512772,-0.3974719050548607,support_covered,False,True,fixed_predeclared,-1,0,12,1,1,1
U_extreme_object_count,extreme12_occlusion,combined_repair,64,3,24,1.3408864376833685,0.9011630113641584,0.0,0.0,0.0,0.0,0.18324792560560266,0.0,0.43972342631921,0.7285113484394041,0.3518812191618015,0.9153330874356712,0.014170076071512772,0.014170076071512772,-0.3974719050548607,oracle_upper_bound,False,True,fixed_predeclared,-1,0,12,1,1,1
U_extreme_object_count,extreme12_occlusion,random,64,3,6,0.41580045598040954,0.7969290006600689,0.0,0.0,0.0,0.0,0.14533342143166392,0.0,-0.38112854467965934,0.7285113484394041,0.3518812191618015,0.9153330874356712,0.11840408677560232,0.11840408677560232,-0.3974719050548607,deployable_no_leak,False,False,none,-1,0,12,1,1,1
U_extreme_object_count,extreme12_occlusion,oracle,64,3,1,0.9153330874356712,0.9153330874356712,0.0,0.0,0.0,0.0,0.19812389584219242,0.0,0.0,0.7285113484394041,0.3518812191618015,0.9153330874356712,0.0,0.0,-0.3974719050548607,oracle_upper_bound,True,True,eval_oracle,-1,0,12,1,1,1
U_extreme_object_count,extreme12_hidden,raw,64,3,11,0.9641737130535516,0.06282443479675236,1.0,1.0,0.0,1.0,0.7022918208554785,0.0,0.9013492782567992,0.6002113334709589,0.6775830254534518,0.9237637204390103,0.860939285642258,0.860939285642258,-0.7161934906175607,deployable_no_leak,False,False,none,-1,0,12,0,1,0
U_extreme_object_count,extreme12_hidden,observable_repair,64,3,29,1.2088226860183817,0.8540217560399865,0.0,0.0,0.0,0.0,0.14519835101425957,0.0,0.3548009299783952,0.6002113334709589,0.6775830254534518,0.9237637204390103,0.0697419643990238,0.0697419643990238,-0.7161934906175607,support_covered,False,True,fixed_predeclared,-1,0,12,0,1,0
U_extreme_object_count,extreme12_hidden,combined_repair,64,3,29,1.3241565592341877,0.8540217560399865,0.0,0.0,0.0,0.0,0.14519835101425957,0.0,0.4701348031942012,0.6002113334709589,0.6775830254534518,0.9237637204390103,0.0697419643990238,0.0697419643990238,-0.7161934906175607,oracle_upper_bound,False,True,fixed_predeclared,-1,0,12,0,1,0
U_extreme_object_count,extreme12_hidden,random,64,3,6,0.6642789937500881,0.7359399721850933,0.0,0.0,0.0,1.0,0.7668434434384458,0.0,-0.07166097843500518,0.6002113334709589,0.6775830254534518,0.9237637204390103,0.187823748253917,0.187823748253917,-0.7161934906175607,deployable_no_leak,False,False,none,-1,0,12,0,1,0
U_extreme_object_count,extreme12_hidden,oracle,64,3,3,0.9237637204390103,0.9237637204390103,0.0,0.0,0.0,0.0,0.15208704822432992,0.0,0.0,0.6002113334709589,0.6775830254534518,0.9237637204390103,0.0,0.0,-0.7161934906175607,oracle_upper_bound,True,True,eval_oracle,-1,0,12,0,1,0
U_extreme_object_count,extreme10_good,raw,64,4,56,0.8031582124579888,0.8082074411514689,0.0,0.0,0.0,0.0,0.10571264166277765,0.0,-0.005049228693480123,0.5198979267817588,0.8214909944605318,0.9255826267077838,0.11737518555631488,0.11737518555631488,-0.18997099852787303,deployable_no_leak,False,False,none,-1,0,10,0,0,0
