experiment,scenario,selector,N,n_seeds,selected_object_score_mean,selected_object_score_ci_low,selected_object_score_ci_high,selected_real_utility_mean,selected_real_utility_ci_low,selected_real_utility_ci_high,identity_error_mean,identity_error_ci_low,identity_error_ci_high,swap_rate_mean,swap_rate_ci_low,swap_rate_ci_high,merge_split_rate_mean,merge_split_rate_ci_low,merge_split_rate_ci_high,property_error_mean,property_error_ci_low,property_error_ci_high,property_entropy_mean,property_entropy_ci_low,property_entropy_ci_high,occlusion_error_mean,occlusion_error_ci_low,occlusion_error_ci_high,object_real_gap_mean,object_real_gap_ci_low,object_real_gap_ci_high,regret_mean,regret_ci_low,regret_ci_high,oracle_gap_mean,oracle_gap_ci_low,oracle_gap_ci_high,upper_tail_rank_correlation_mean,upper_tail_rank_correlation_ci_low,upper_tail_rank_correlation_ci_high,pilot_vs_raw_gain_mean,pilot_vs_observable_gain_mean,pilot_vs_combined_gap_mean,pilot_oracle_gap_mean,pilot_win_rate
S_leave_one_failure_out,heldout_hidden_property,combined_repair,64,40,1.340427782181278,1.3345654250706738,1.3462901392918822,0.884995595864277,0.8761103757931993,0.8938808159353547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14987049794215115,0.1381867784453815,0.16155421743892082,0.0,0.0,0.0,0.455432186317001,0.44705786811773945,0.46380650451626254,0.0366872392054665,0.02762231335455151,0.045752165056381494,0.0366872392054665,0.02762231335455151,0.045752165056381494,-0.6322029090837809,-0.6853607828197044,-0.5790450353478573,0.6522585108079594,-0.07521613891088241,0.07840779877244797,0.11509503797791432,1.0
S_leave_one_failure_out,heldout_hidden_property,observable_repair,64,40,1.221277435830313,1.2163871809397313,1.2261676907208945,0.8818039360027115,0.872906694597495,0.8907011774079279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14139447970116725,0.13043510684106507,0.15235385256126943,0.0,0.0,0.0,0.33947349982760144,0.33130084327562975,0.34764615637957313,0.03987889906703199,0.030648692768442252,0.049109105365621734,0.03987889906703199,0.030648692768442252,0.049109105365621734,-0.6322029090837809,-0.6853607828197044,-0.5790450353478573,0.6522585108079594,-0.07521613891088241,0.07840779877244797,0.11509503797791432,1.0
S_leave_one_failure_out,heldout_hidden_property,oracle,64,40,0.9216828350697434,0.9181603605062951,0.9252053096331916,0.9216828350697434,0.9181603605062951,0.9252053096331916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,-0.007665684444123383,0.15766568444412338,0.21931303556014572,0.17371774561503842,0.26490832550525306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6322029090837809,-0.6853607828197044,-0.5790450353478573,0.6522585108079594,-0.07521613891088241,0.07840779877244797,0.11509503797791432,1.0
S_leave_one_failure_out,heldout_hidden_property,pilot_calibrated,64,40,0.8623260206230455,0.8595917682242946,0.8650602730217964,0.806587797091829,0.7860904166033068,0.8270851775803513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1643532824833091,0.15332023576464968,0.17538632920196853,0.0,0.0,0.0,0.05573822353121669,0.03397760434135126,0.07749884272108212,0.11509503797791451,0.09438046317390432,0.1358096127819247,0.11509503797791451,0.09438046317390432,0.1358096127819247,-0.6322029090837809,-0.6853607828197044,-0.5790450353478573,0.6522585108079594,-0.07521613891088241,0.07840779877244797,0.11509503797791432,1.0
S_leave_one_failure_out,heldout_hidden_property,random,64,40,0.5731032038835874,0.515834622608217,0.6303717851589578,0.6742112174105382,0.616699204979627,0.7317232298414494,0.075,-0.007665684444123383,0.15766568444412338,0.075,-0.007665684444123383,0.15766568444412338,0.075,-0.007665684444123383,0.15766568444412338,0.4,0.24624495005166375,0.5537550499483364,0.4034601027937531,0.3156031392393039,0.4913170663482023,0.0,0.0,0.0,-0.10110801352695087,-0.1949267422177533,-0.007289284836148449,0.24747161765920517,0.1897466255904311,0.30519660972797924,0.24747161765920517,0.1897466255904311,0.30519660972797924,-0.6322029090837809,-0.6853607828197044,-0.5790450353478573,0.6522585108079594,-0.07521613891088241,0.07840779877244797,0.11509503797791432,1.0
S_leave_one_failure_out,heldout_hidden_property,raw,64,40,1.0684105004228228,1.0383127601363074,1.0985082407093383,0.15432928628386963,0.09824712733406187,0.21041144523367739,0.825,0.7057468755448827,0.9442531244551172,0.65,0.5003025272981092,0.7996974727018908,0.425,0.26984986592798543,0.5801501340720145,0.85,0.7379327125202143,0.9620672874797856,0.6438513435076935,0.5837382251228103,0.7039644618925767,0.0,0.0,0.0,0.9140812141389532,0.8371418335302084,0.9910205947476979,0.7673535487858738,0.7106538906298085,0.8240532069419391,0.7673535487858738,0.7106538906298085,0.8240532069419391,-0.6322029090837809,-0.6853607828197044,-0.5790450353478573,0.6522585108079594,-0.07521613891088241,0.07840779877244797,0.11509503797791432,1.0
S_leave_one_failure_out,heldout_merge_split,combined_repair,64,40,1.212649968281023,1.2079675202005509,1.2173324163614951,0.8228279836035421,0.8117865277456174,0.8338694394614669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16041319908201626,0.14846830138475647,0.17235809677927605,0.0,0.0,0.0,0.3898219846774809,0.3763093013460434,0.40333466800891843,0.10271261319374973,0.09134331539285817,0.1140819109946413,0.10271261319374973,0.09134331539285817,0.1140819109946413,-0.560134340407641,-0.6196947053868942,-0.5005739754283878,0.8008429085616221,-0.003938144896141638,0.0012204231269026256,0.10393303632065243,1.0
S_leave_one_failure_out,heldout_merge_split,observable_repair,64,40,1.2021864449267778,1.1979907996644232,1.2063820901891324,0.8255457053727812,0.8138664741102218,0.8372249366353405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14747138919917346,0.13692421747727707,0.15801856092106986,0.0,0.0,0.0,0.3766407395539965,0.36243724368600294,0.3908442354219901,0.09999489142451072,0.0880290300976587,0.11196075275136275,0.09999489142451072,0.0880290300976587,0.11196075275136275,-0.560134340407641,-0.6196947053868942,-0.5005739754283878,0.8008429085616221,-0.003938144896141638,0.0012204231269026256,0.10393303632065243,1.0
S_leave_one_failure_out,heldout_merge_split,oracle,64,40,0.925540596797292,0.9233716704270146,0.9277095231675693,0.925540596797292,0.9233716704270146,0.9277095231675693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18072652259933936,0.16802708859330362,0.1934259566053751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.560134340407641,-0.6196947053868942,-0.5005739754283878,0.8008429085616221,-0.003938144896141638,0.0012204231269026256,0.10393303632065243,1.0
S_leave_one_failure_out,heldout_merge_split,pilot_calibrated,64,40,0.8752062215495335,0.8729731361218108,0.8774393069772563,0.8216075604766395,0.8130630079322599,0.8301521130210191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17835575513266888,0.16513162624333808,0.19157988402199969,0.0,0.0,0.0,0.05359866107289424,0.04455599292461582,0.06264132922117266,0.10393303632065236,0.09518000069254098,0.11268607194876373,0.10393303632065236,0.09518000069254098,0.11268607194876373,-0.560134340407641,-0.6196947053868942,-0.5005739754283878,0.8008429085616221,-0.003938144896141638,0.0012204231269026256,0.10393303632065243,1.0
