experiment,scenario,selector,N,seed,selected_candidate_id,selected_object_score,selected_real_utility,identity_error,swap_rate,merge_split_rate,property_error,property_entropy,occlusion_error,object_real_gap,candidate_mean_score,candidate_mean_real_utility,candidate_best_real_utility,regret,oracle_gap,upper_tail_rank_correlation,repair_tier,uses_real_utility_features,uses_hidden_features,hyperparameter_source,split_seed,final_test,pilot_label_budget,pilot_train_candidates,pilot_train_mae,pilot_train_correlation,generator_scenario,n_objects,occlusion_flag,hidden_property_flag,crossing_flag
W_pilot_label_budget,raw_heldout,raw,64,0,57,1.3462076147199467,0.0,1.0,1.0,1.0,1.0,0.7831410993673662,1.0,1.3462076147199467,0.6829887790897324,0.44490725778535367,0.8976269265648323,0.8976269265648323,0.8976269265648323,-0.4981599399366536,deployable_no_leak,False,False,none,-1,0,0,0,0.0,0.0,raw,4,1,1,1
W_pilot_label_budget,raw_heldout,pilot_calibrated,64,0,32,0.5,0.1007953466538965,1.0,0.0,0.0,0.0,0.1403996147829155,1.0,0.3992046533461035,0.6829887790897324,0.44490725778535367,0.8976269265648323,0.7968315799109358,0.7968315799109358,-0.4981599399366536,deployable_no_leak,False,False,pilot_train_dev,-1,0,0,0,0.0,0.0,raw,4,1,1,1
W_pilot_label_budget,raw_heldout,observable_repair,64,0,48,1.2123968269092666,0.8976269265648323,0.0,0.0,0.0,0.0,0.17695019471115297,0.0,0.3147699003444343,0.6829887790897324,0.44490725778535367,0.8976269265648323,0.0,0.0,-0.4981599399366536,support_covered,False,True,fixed_predeclared,-1,0,0,0,0.0,0.0,raw,4,1,1,1
W_pilot_label_budget,raw_heldout,combined_repair,64,0,48,1.3310294151619682,0.8976269265648323,0.0,0.0,0.0,0.0,0.17695019471115297,0.0,0.4334024885971358,0.6829887790897324,0.44490725778535367,0.8976269265648323,0.0,0.0,-0.4981599399366536,oracle_upper_bound,False,True,fixed_predeclared,-1,0,0,0,0.0,0.0,raw,4,1,1,1
W_pilot_label_budget,raw_heldout,random,64,0,32,0.7602005618357336,0.1007953466538965,1.0,0.0,0.0,0.0,0.1403996147829155,1.0,0.659405215181837,0.6829887790897324,0.44490725778535367,0.8976269265648323,0.7968315799109358,0.7968315799109358,-0.4981599399366536,deployable_no_leak,False,False,none,-1,0,0,0,0.0,0.0,raw,4,1,1,1
W_pilot_label_budget,raw_heldout,oracle,64,0,48,0.8976269265648323,0.8976269265648323,0.0,0.0,0.0,0.0,0.17695019471115297,0.0,0.0,0.6829887790897324,0.44490725778535367,0.8976269265648323,0.0,0.0,-0.4981599399366536,oracle_upper_bound,True,True,eval_oracle,-1,0,0,0,0.0,0.0,raw,4,1,1,1
W_pilot_label_budget,domain_randomized_heldout,raw,64,0,63,1.319024719109373,0.0,1.0,1.0,1.0,1.0,0.7418890356928128,1.0,1.319024719109373,0.7449714866697525,0.3818327939055067,0.9138043616877181,0.9138043616877181,0.9138043616877181,-0.40966791647944606,deployable_no_leak,False,False,none,-1,0,0,0,0.0,0.0,raw,6,1,1,1
W_pilot_label_budget,domain_randomized_heldout,pilot_calibrated,64,0,32,0.5,0.020875491194580834,1.0,1.0,0.0,0.0,0.1729389772869292,1.0,0.4791245088054192,0.7449714866697525,0.3818327939055067,0.9138043616877181,0.8929288704931372,0.8929288704931372,-0.40966791647944606,deployable_no_leak,False,False,pilot_train_dev,-1,0,0,0,0.0,0.0,raw,6,1,1,1
W_pilot_label_budget,domain_randomized_heldout,observable_repair,64,0,55,1.1782099993688997,0.7964700107529692,0.0,0.0,0.0,0.0,0.17159487150136735,0.0,0.3817399886159305,0.7449714866697525,0.3818327939055067,0.9138043616877181,0.11733435093474887,0.11733435093474887,-0.40966791647944606,support_covered,False,True,fixed_predeclared,-1,0,0,0,0.0,0.0,raw,6,1,1,1
W_pilot_label_budget,domain_randomized_heldout,combined_repair,64,0,55,1.2867884948071973,0.7964700107529692,0.0,0.0,0.0,0.0,0.17159487150136735,0.0,0.49031848405422807,0.7449714866697525,0.3818327939055067,0.9138043616877181,0.11733435093474887,0.11733435093474887,-0.40966791647944606,oracle_upper_bound,False,True,fixed_predeclared,-1,0,0,0,0.0,0.0,raw,6,1,1,1
